# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  803       3.375445946063e-10       1.909966502346e-12      -1.163713857537e-11       0.000000000000e+00       1.384577745773e-14       4.880945177714e-15      -2.333201246535e-16 
  804       3.378318179723e-10       1.885992744757e-12      -1.140868115619e-11       0.000000000000e+00       1.378162859348e-14       4.862158899349e-15      -2.283004179800e-16 
  805       3.380936526844e-10       1.862666397793e-12      -1.117786802781e-11       0.000000000000e+00       1.371784945878e-14       4.843216902176e-15      -2.232861722609e-16 
  806       3.383298267784e-10       1.840001418490e-12      -1.094478965080e-11       0.000000000000e+00       1.365443691798e-14       4.824127131073e-15      -2.182784936055e-16 
  807       3.385400669553e-10       1.818011861537e-12      -1.070953746897e-11       0.000000000000e+00       1.359138776802e-14       4.804897613561e-15      -2.132784978080e-16 
  808       3.387240985787e-10       1.796711879530e-12      -1.047220391244e-11       0.000000000000e+00       1.352869873819e-14       4.785536460059e-15      -2.082873103762e-16 
  809       3.388816456724e-10       1.776115723231e-12      -1.023288240072e-11       0.000000000000e+00       1.346636648986e-14       4.766051864145e-15      -2.033060665591e-16 
  810       3.390124309170e-10       1.756237741827e-12      -9.991667345883e-12       0.000000000000e+00       1.340438761619e-14       4.746452102805e-15      -1.983359113753e-16 
  811       3.391161756475e-10       1.737092383185e-12      -9.748654155625e-12       0.000000000000e+00       1.334275864196e-14       4.726745536699e-15      -1.933779996412e-16 
  812       3.391925998507e-10       1.718694194112e-12      -9.503939236392e-12       0.000000000000e+00       1.328147602323e-14       4.706940610411e-15      -1.884334959987e-16 
  813       3.392414221617e-10       1.701057820611e-12      -9.257619996488e-12       0.000000000000e+00       1.322053614712e-14       4.687045852710e-15      -1.835035749441e-16 
  814       3.392623598620e-10       1.684198008141e-12      -9.009794849186e-12       0.000000000000e+00       1.315993533155e-14       4.667069876806e-15      -1.785894208555e-16 
  815       3.392551288762e-10       1.668129601869e-12      -8.760563215836e-12       0.000000000000e+00       1.309966982501e-14       4.647021380606e-15      -1.736922280213e-16 
  816       3.392194437694e-10       1.652867546934e-12      -8.510025528972e-12       0.000000000000e+00       1.303973580624e-14       4.626909146973e-15      -1.688132006684e-16 
  817       3.391550831023e-10       1.638424507432e-12      -8.258279666195e-12       0.000000000000e+00       1.298012986509e-14       4.606740302416e-15      -1.639533450585e-16 
  818       3.390620867841e-10       1.624803676224e-12      -8.005410175685e-12       0.000000000000e+00       1.292085045476e-14       4.586515058550e-15      -1.591128416505e-16 
  819       3.389405622390e-10       1.612005837207e-12      -7.751498864394e-12       0.000000000000e+00       1.286189646494e-14       4.566231877218e-15      -1.542916617796e-16 
  820       3.387906193773e-10       1.600031734777e-12      -7.496628352303e-12       0.000000000000e+00       1.280326674299e-14       4.545889203487e-15      -1.494897745633e-16 
  821       3.386123706038e-10       1.588882073655e-12      -7.240882074891e-12       0.000000000000e+00       1.274496009375e-14       4.525485465595e-15      -1.447071468921e-16 
  822       3.384059308266e-10       1.578557518721e-12      -6.984344285604e-12       0.000000000000e+00       1.268697527935e-14       4.505019074893e-15      -1.399437434207e-16 
  823       3.381714174668e-10       1.569058694843e-12      -6.727100058324e-12       0.000000000000e+00       1.262931101910e-14       4.484488425790e-15      -1.351995265584e-16 
  824       3.379089504666e-10       1.560386186705e-12      -6.469235289836e-12       0.000000000000e+00       1.257196598925e-14       4.463891895699e-15      -1.304744564601e-16 
  825       3.376186522988e-10       1.552540538641e-12      -6.210836702297e-12       0.000000000000e+00       1.251493882286e-14       4.443227844978e-15      -1.257684910170e-16 
  826       3.373006479756e-10       1.545522254460e-12      -5.951991845707e-12       0.000000000000e+00       1.245822810964e-14       4.422494616876e-15      -1.210815858476e-16 
  827       3.369550650577e-10       1.539331797280e-12      -5.692789100375e-12       0.000000000000e+00       1.240183239576e-14       4.401690537478e-15      -1.164136942881e-16 
  828       3.365820336628e-10       1.533969589357e-12      -5.433317679387e-12       0.000000000000e+00       1.234575018367e-14       4.380813915648e-15      -1.117647673836e-16 
  829       3.361816864752e-10       1.529436011913e-12      -5.173667631079e-12       0.000000000000e+00       1.228997993195e-14       4.359863042975e-15      -1.071347538789e-16 
  830       3.357541587544e-10       1.525731404970e-12      -4.913929841499e-12       0.000000000000e+00       1.223452005517e-14       4.338836193713e-15      -1.025236002088e-16 
  831       3.352995883438e-10       1.522856067175e-12      -4.654196036883e-12       0.000000000000e+00       1.217936892364e-14       4.317731624732e-15      -9.793125048949e-17 
  832       3.348181156803e-10       1.520810255633e-12      -4.394558786117e-12       0.000000000000e+00       1.212452486332e-14       4.296547575456e-15      -9.335764650906e-17 
  833       3.343098838028e-10       1.519594185738e-12      -4.135111503211e-12       0.000000000000e+00       1.206998615561e-14       4.275282267811e-15      -8.880272771833e-17 
  834       3.337750383612e-10       1.519208031000e-12      -3.875948449761e-12       0.000000000000e+00       1.201575103720e-14       4.253933906167e-15      -8.426643122167e-17 
  835       3.332137276256e-10       1.519651922877e-12      -3.617164737427e-12       0.000000000000e+00       1.196181769987e-14       4.232500677285e-15      -7.974869176779e-17 
  836       3.326261024948e-10       1.520925950606e-12      -3.358856330393e-12       0.000000000000e+00       1.190818429036e-14       4.210980750258e-15      -7.524944174058e-17 
  837       3.320123165059e-10       1.523030161029e-12      -3.101120047839e-12       0.000000000000e+00       1.185484891017e-14       4.189372276458e-15      -7.076861114983e-17 
  838       3.313725258426e-10       1.525964558426e-12      -2.844053566412e-12       0.000000000000e+00       1.180180961541e-14       4.167673389479e-15      -6.630612762210e-17 
  839       3.307068893446e-10       1.529729104346e-12      -2.587755422690e-12       0.000000000000e+00       1.174906441663e-14       4.145882205082e-15      -6.186191639151e-17 
  840       3.300155685165e-10       1.534323717435e-12      -2.332325015652e-12       0.000000000000e+00       1.169661127863e-14       4.123996821137e-15      -5.743590029049e-17 
  841       3.292987275366e-10       1.539748273264e-12      -2.077862609151e-12       0.000000000000e+00       1.164444812031e-14       4.102015317571e-15      -5.302799974066e-17 
  842       3.285565332659e-10       1.546002604165e-12      -1.824469334376e-12       0.000000000000e+00       1.159257281450e-14       4.079935756310e-15      -4.863813274353e-17 
  843       3.277891552570e-10       1.553086499056e-12      -1.572247192325e-12       0.000000000000e+00       1.154098318778e-14       4.057756181221e-15      -4.426621487141e-17 
  844       3.269967657635e-10       1.560999703272e-12      -1.321299056272e-12       0.000000000000e+00       1.148967702033e-14       4.035474618062e-15      -3.991215925812e-17 
  845       3.261795397482e-10       1.569741918395e-12      -1.071728674235e-12       0.000000000000e+00       1.143865204574e-14       4.013089074421e-15      -3.557587658983e-17 
  846       3.253376548928e-10       1.579312802086e-12      -8.236406714482e-13       0.000000000000e+00       1.138790595083e-14       3.990597539665e-15      -3.125727509585e-17 
  847       3.244712916063e-10       1.589711967911e-12      -5.771405528248e-13       0.000000000000e+00       1.133743637554e-14       3.967997984878e-15      -2.695626053946e-17 
  848       3.235806330343e-10       1.600938985178e-12      -3.323347054306e-13       0.000000000000e+00       1.128724091268e-14       3.945288362812e-15      -2.267273620864e-17 
  849       3.226658650679e-10       1.612993378756e-12      -8.933040095049e-14       0.000000000000e+00       1.123731710782e-14       3.922466607827e-15      -1.840660290696e-17 
  850       3.217271763524e-10       1.625874628917e-12       1.517642018428e-13       0.000000000000e+00       1.118766245911e-14       3.899530635835e-15      -1.415775894429e-17 
  851       3.207647582966e-10       1.639582171156e-12       3.908400546196e-13       0.000000000000e+00       1.113827441709e-14       3.876478344249e-15      -9.926100127672e-18 
  852       3.197788050816e-10       1.654115396030e-12       6.277872170255e-13       0.000000000000e+00       1.108915038452e-14       3.853307611921e-15      -5.711519752076e-18 
  853       3.187695136698e-10       1.669473648979e-12       8.624948542116e-13       0.000000000000e+00       1.104028771624e-14       3.830016299090e-15      -1.513908591219e-18 
  854       3.177370838138e-10       1.685656230162e-12       1.094851234367e-12       0.000000000000e+00       1.099168371900e-14       3.806602247327e-15       2.666845111643e-18 
  855       3.166817180654e-10       1.702662394287e-12       1.324743726250e-12       0.000000000000e+00       1.094333565124e-14       3.783063279476e-15       6.830855652911e-18 
  856       3.156036472135e-10       1.720489760314e-12       1.552069801277e-12       0.000000000000e+00       1.089524105949e-14       3.759398319767e-15       1.097809516967e-17 
  857       3.145032070551e-10       1.739129511207e-12       1.776770250435e-12       0.000000000000e+00       1.084739879399e-14       3.735610775195e-15       1.510795681953e-17 
  858       3.133807629512e-10       1.758571111989e-12       1.998796528895e-12       0.000000000000e+00       1.079980801003e-14       3.711705211690e-15       1.921968417027e-17 
  859       3.122366845294e-10       1.778803892023e-12       2.218099802122e-12       0.000000000000e+00       1.075246783291e-14       3.687686239303e-15       2.331251521851e-17 
  860       3.110713456976e-10       1.799817044578e-12       2.434630945206e-12       0.000000000000e+00       1.070537735779e-14       3.663558512334e-15       2.738568237522e-17 
  861       3.098851246562e-10       1.821599626403e-12       2.648340542192e-12       0.000000000000e+00       1.065853564960e-14       3.639326729459e-15       3.143841245132e-17 
  862       3.086784039120e-10       1.844140557289e-12       2.859178885413e-12       0.000000000000e+00       1.061194174293e-14       3.614995633860e-15       3.546992664310e-17 
  863       3.074515702911e-10       1.867428619649e-12       3.067095974819e-12       0.000000000000e+00       1.056559464191e-14       3.590570013348e-15       3.947944051786e-17 
  864       3.062050149518e-10       1.891452458081e-12       3.272041517311e-12       0.000000000000e+00       1.051949332008e-14       3.566054700495e-15       4.346616399936e-17 
  865       3.049391333979e-10       1.916200578938e-12       3.473964926074e-12       0.000000000000e+00       1.047363672029e-14       3.541454572757e-15       4.742930135338e-17 
  866       3.036543254919e-10       1.941661349903e-12       3.672815319902e-12       0.000000000000e+00       1.042802375461e-14       3.516774552608e-15       5.136805117327e-17 
  867       3.023509954678e-10       1.967822999552e-12       3.868541522537e-12       0.000000000000e+00       1.038265330415e-14       3.492019607659e-15       5.528160636543e-17 
  868       3.010295519448e-10       1.994673616931e-12       4.061092061996e-12       0.000000000000e+00       1.033752421902e-14       3.467194750793e-15       5.916915413487e-17 
  869       2.996904079396e-10       2.022201151119e-12       4.250415169903e-12       0.000000000000e+00       1.029263531817e-14       3.442305040289e-15       6.302987597074e-17 
  870       2.983339808803e-10       2.050393410802e-12       4.436458780821e-12       0.000000000000e+00       1.024798538929e-14       3.417355579949e-15       6.686294763186e-17 
  871       2.969606926189e-10       2.079238063844e-12       4.619170531586e-12       0.000000000000e+00       1.020357318868e-14       3.392351519228e-15       7.066753913222e-17 
  872       2.955709694451e-10       2.108722636853e-12       4.798497760634e-12       0.000000000000e+00       1.015939744118e-14       3.367298053359e-15       7.444281472655e-17 
  873       2.941652420986e-10       2.138834514753e-12       4.974387507335e-12       0.000000000000e+00       1.011545683999e-14       3.342200423482e-15       7.818793289583e-17 
  874       2.927439457828e-10       2.169560940354e-12       5.146786511324e-12       0.000000000000e+00       1.007175004662e-14       3.317063916770e-15       8.190204633281e-17 
  875       2.913075201779e-10       2.200889013921e-12       5.315641211833e-12       0.000000000000e+00       1.002827569073e-14       3.291893866560e-15       8.558430192755e-17 
  876       2.898564094537e-10       2.232805692746e-12       5.480897747022e-12       0.000000000000e+00       9.985032370029e-15       3.266695652476e-15       8.923384075296e-17 
  877       2.883910622828e-10       2.265297790715e-12       5.642501953310e-12       0.000000000000e+00       9.942018650181e-15       3.241474700558e-15       9.284979805030e-17 
  878       2.869119318541e-10       2.298351977879e-12       5.800399364709e-12       0.000000000000e+00       9.899233064661e-15       3.216236483393e-15       9.643130321474e-17 
  879       2.854194758853e-10       2.331954780024e-12       5.954535212151e-12       0.000000000000e+00       9.856674114660e-15       3.190986520237e-15       9.997747978087e-17 
  880       2.839141566366e-10       2.366092578243e-12       6.104854422824e-12       0.000000000000e+00       9.814340268959e-15       3.165730377146e-15       1.034874454082e-16 
  881       2.823964409234e-10       2.400751608501e-12       6.251301619501e-12       0.000000000000e+00       9.772229963825e-15       3.140473667103e-15       1.069603118669e-16 
  882       2.808668001297e-10       2.435917961209e-12       6.393821119871e-12       0.000000000000e+00       9.730341602890e-15       3.115222050143e-15       1.103951850228e-16 
  883       2.793257102210e-10       2.471577580794e-12       6.532356935874e-12       0.000000000000e+00       9.688673557039e-15       3.089981233487e-15       1.137911648236e-16 
  884       2.777736517574e-10       2.507716265266e-12       6.666852773027e-12       0.000000000000e+00       9.647224164294e-15       3.064756971660e-15       1.171473452839e-16 
  885       2.762111099072e-10       2.544319665788e-12       6.797252029761e-12       0.000000000000e+00       9.605991729704e-15       3.039555066627e-15       1.204628144711e-16 
  886       2.746385744593e-10       2.581373286250e-12       6.923497796748e-12       0.000000000000e+00       9.564974525225e-15       3.014381367916e-15       1.237366544904e-16 
  887       2.730565398367e-10       2.618862482834e-12       7.045532856237e-12       0.000000000000e+00       9.524170789612e-15       2.989241772746e-15       1.269679414709e-16 
  888       2.714655051098e-10       2.656772463589e-12       7.163299681382e-12       0.000000000000e+00       9.483578728298e-15       2.964142226158e-15       1.301557455508e-16 
  889       2.698659740092e-10       2.695088287993e-12       7.276740435572e-12       0.000000000000e+00       9.443196513287e-15       2.939088721136e-15       1.332991308631e-16 
  890       2.682584549387e-10       2.733794866533e-12       7.385796971770e-12       0.000000000000e+00       9.403022283032e-15       2.914087298741e-15       1.363971555210e-16 
  891       2.666434609890e-10       2.772876960266e-12       7.490410831834e-12       0.000000000000e+00       9.363054142328e-15       2.889144048233e-15       1.394488716034e-16 
  892       2.650215099502e-10       2.812319180394e-12       7.590523245858e-12       0.000000000000e+00       9.323290162193e-15       2.864265107203e-15       1.424533251406e-16 
  893       2.633931243252e-10       2.852105987833e-12       7.686075131498e-12       0.000000000000e+00       9.283728379755e-15       2.839456661699e-15       1.454095560997e-16 
  894       2.617588313429e-10       2.892221692780e-12       7.777007093306e-12       0.000000000000e+00       9.244366798138e-15       2.814724946352e-15       1.483165983702e-16 
  895       2.601191390606e-10       2.932650599862e-12       7.863271152813e-12       0.000000000000e+00       9.205203625187e-15       2.790075155161e-15       1.511737597036e-16 
  896       2.584744642180e-10       2.973377447029e-12       7.944866149844e-12       0.000000000000e+00       9.166237994127e-15       2.765508154113e-15       1.539814665668e-16 
  897       2.568252032325e-10       3.014386972961e-12       8.021802917363e-12       0.000000000000e+00       9.127469254434e-15       2.741023715187e-15       1.567404330419e-16 
  898       2.551717560125e-10       3.055663771743e-12       8.094092604150e-12       0.000000000000e+00       9.088896733982e-15       2.716621600809e-15       1.594513821483e-16 
  899       2.535145259667e-10       3.097192292451e-12       8.161746675885e-12       0.000000000000e+00       9.050519738963e-15       2.692301563809e-15       1.621150458704e-16 
  900       2.518539200142e-10       3.138956838743e-12       8.224776916236e-12       0.000000000000e+00       9.012337553812e-15       2.668063347392e-15       1.647321651847e-16 
  901       2.501903485936e-10       3.180941568455e-12       8.283195427946e-12       0.000000000000e+00       8.974349441125e-15       2.643906685097e-15       1.673034900876e-16 
  902       2.485242256725e-10       3.223130493190e-12       8.337014633918e-12       0.000000000000e+00       8.936554641583e-15       2.619831300766e-15       1.698297796225e-16 
  903       2.468559687575e-10       3.265507477909e-12       8.386247278306e-12       0.000000000000e+00       8.898952373873e-15       2.595836908505e-15       1.723118019073e-16 
  904       2.451859989030e-10       3.308056240524e-12       8.430906427597e-12       0.000000000000e+00       8.861541834609e-15       2.571923212652e-15       1.747503341620e-16 
  905       2.435147407217e-10       3.350760351490e-12       8.471005471702e-12       0.000000000000e+00       8.824322198252e-15       2.548089907737e-15       1.771461627359e-16 
  906       2.418426223933e-10       3.393603233395e-12       8.506558125040e-12       0.000000000000e+00       8.787292617035e-15       2.524336678451e-15       1.795000831351e-16 
  907       2.401700756743e-10       3.436568160554e-12       8.537578427627e-12       0.000000000000e+00       8.750452220883e-15       2.500663199607e-15       1.818129000500e-16 
  908       2.384975359078e-10       3.479638258598e-12       8.564080746159e-12       0.000000000000e+00       8.713800117333e-15       2.477069136109e-15       1.840854273826e-16 
  909       2.368254420327e-10       3.522796504068e-12       8.586079775107e-12       0.000000000000e+00       8.677335391456e-15       2.453554142909e-15       1.863184882740e-16 
  910       2.351542365934e-10       3.566025724005e-12       8.603590537794e-12       0.000000000000e+00       8.641057105780e-15       2.430117864980e-15       1.885129151318e-16 
  911       2.334843657493e-10       3.609308595541e-12       8.616628387489e-12       0.000000000000e+00       8.604964300211e-15       2.406759937274e-15       1.906695496574e-16 
  912       2.318162792845e-10       3.652627645495e-12       8.625209008491e-12       0.000000000000e+00       8.569055991953e-15       2.383479984691e-15       1.927892428737e-16 
  913       2.301504306170e-10       3.695965249960e-12       8.629348417216e-12       0.000000000000e+00       8.533331175432e-15       2.360277622039e-15       1.948728551523e-16 
  914       2.284872768085e-10       3.739303633896e-12       8.629062963284e-12       0.000000000000e+00       8.497788822215e-15       2.337152454003e-15       1.969212562410e-16 
  915       2.268272785739e-10       3.782624870722e-12       8.624369330608e-12       0.000000000000e+00       8.462427880932e-15       2.314104075108e-15       1.989353252911e-16 
  916       2.251709002908e-10       3.825910881908e-12       8.615284538476e-12       0.000000000000e+00       8.427247277200e-15       2.291132069681e-15       2.009159508850e-16 
  917       2.235186100090e-10       3.869143436568e-12       8.601825942645e-12       0.000000000000e+00       8.392245913540e-15       2.268236011818e-15       2.028640310637e-16 
  918       2.218708794601e-10       3.912304151046e-12       8.584011236419e-12       0.000000000000e+00       8.357422669304e-15       2.245415465348e-15       2.047804733537e-16 
  919       2.202281840672e-10       3.955374488515e-12       8.561858451746e-12       0.000000000000e+00       8.322776400591e-15       2.222669983800e-15       2.066661947952e-16 
  920       2.185910029541e-10       3.998335758564e-12       8.535385960295e-12       0.000000000000e+00       8.288305940172e-15       2.199999110361e-15       2.085221219689e-16 
  921       2.169598189550e-10       4.041169116791e-12       8.504612474550e-12       0.000000000000e+00       8.254010097411e-15       2.177402377846e-15       2.103491910235e-16 
  922       2.153351186241e-10       4.083855564395e-12       8.469557048894e-12       0.000000000000e+00       8.219887658185e-15       2.154879308663e-15       2.121483477036e-16 
  923       2.137173922452e-10       4.126375947768e-12       8.430239080696e-12       0.000000000000e+00       8.185937384808e-15       2.132429414772e-15       2.139205473766e-16 
  924       2.121071338408e-10       4.168710958084e-12       8.386678311399e-12       0.000000000000e+00       8.152158015949e-15       2.110052197656e-15       2.156667550601e-16 
  925       2.105048411824e-10       4.210841130893e-12       8.338894827605e-12       0.000000000000e+00       8.118548266557e-15       2.087747148280e-15       2.173879454498e-16 
  926       2.089110157994e-10       4.252746845715e-12       8.286909062164e-12       0.000000000000e+00       8.085106827781e-15       2.065513747060e-15       2.190851029467e-16 
  927       2.073261629887e-10       4.294408325626e-12       8.230741795259e-12       0.000000000000e+00       8.051832366891e-15       2.043351463824e-15       2.207592216841e-16 
  928       2.057507918247e-10       4.335805636853e-12       8.170414155494e-12       0.000000000000e+00       8.018723527199e-15       2.021259757779e-15       2.224113055557e-16 
  929       2.041854151683e-10       4.376918688367e-12       8.105947620981e-12       0.000000000000e+00       7.985778927983e-15       1.999238077473e-15       2.240423682427e-16 
  930       2.026305496767e-10       4.417727231471e-12       8.037364020427e-12       0.000000000000e+00       7.952997164406e-15       1.977285860762e-15       2.256534332409e-16 
  931       2.010867158130e-10       4.458210859394e-12       7.964685534219e-12       0.000000000000e+00       7.920376807441e-15       1.955402534774e-15       2.272455338890e-16 
  932       1.995544378556e-10       4.498349006884e-12       7.887934695515e-12       0.000000000000e+00       7.887916403785e-15       1.933587515871e-15       2.288197133949e-16 
  933       1.980342439078e-10       4.538120949796e-12       7.807134391324e-12       0.000000000000e+00       7.855614475790e-15       1.911840209618e-15       2.303770248641e-16 
  934       1.965266112142e-10       4.577507568014e-12       7.722313695233e-12       0.000000000000e+00       7.823469693451e-15       1.890160181001e-15       2.319182241600e-16 
  935       1.950318011544e-10       4.616496665230e-12       7.633525463282e-12       0.000000000000e+00       7.791481393493e-15       1.868547668088e-15       2.334428431701e-16 
  936       1.935500216885e-10       4.655077731527e-12       7.540829015342e-12       0.000000000000e+00       7.759649068247e-15       1.847003076329e-15       2.349501021055e-16 
  937       1.920814818184e-10       4.693240187422e-12       7.444284330309e-12       0.000000000000e+00       7.727972194257e-15       1.825526809018e-15       2.364392153391e-16 
  938       1.906263915897e-10       4.730973383701e-12       7.343952047987e-12       0.000000000000e+00       7.696450232223e-15       1.804119267274e-15       2.379093913911e-16 
  939       1.891849620939e-10       4.768266601256e-12       7.239893470984e-12       0.000000000000e+00       7.665082626949e-15       1.782780850035e-15       2.393598329140e-16 
  940       1.877574054701e-10       4.805109050914e-12       7.132170566593e-12       0.000000000000e+00       7.633868807288e-15       1.761511954045e-15       2.407897366777e-16 
  941       1.863439349074e-10       4.841489873275e-12       7.020845968683e-12       0.000000000000e+00       7.602808186084e-15       1.740312973838e-15       2.421982935553e-16 
  942       1.849447646469e-10       4.877398138542e-12       6.905982979588e-12       0.000000000000e+00       7.571900160121e-15       1.719184301731e-15       2.435846885074e-16 
  943       1.835601099834e-10       4.912822846361e-12       6.787645571994e-12       0.000000000000e+00       7.541144110066e-15       1.698126327807e-15       2.449481005682e-16 
  944       1.821901872677e-10       4.947752925647e-12       6.665898390829e-12       0.000000000000e+00       7.510539400414e-15       1.677139439907e-15       2.462877028301e-16 
  945       1.808352139084e-10       4.982177234426e-12       6.540806755147e-12       0.000000000000e+00       7.480085379435e-15       1.656224023616e-15       2.476026624292e-16 
  946       1.794954083742e-10       5.016084559663e-12       6.412436660022e-12       0.000000000000e+00       7.449781379117e-15       1.635380462250e-15       2.488921405306e-16 
  947       1.781709901959e-10       5.049463617099e-12       6.280854778432e-12       0.000000000000e+00       7.419626715113e-15       1.614609136846e-15       2.501552923132e-16 
  948       1.768621799681e-10       5.082303051084e-12       6.146128463149e-12       0.000000000000e+00       7.389620686683e-15       1.593910426148e-15       2.513912669553e-16 
  949       1.755691993515e-10       5.114591434411e-12       6.008325748627e-12       0.000000000000e+00       7.359762576644e-15       1.573284706598e-15       2.525992076198e-16 
  950       1.742922710749e-10       5.146317268150e-12       5.867515352889e-12       0.000000000000e+00       7.330051651311e-15       1.552732352318e-15       2.537782514392e-16 
  951       1.730316189372e-10       5.177468981482e-12       5.723766679417e-12       0.000000000000e+00       7.300487160443e-15       1.532253735105e-15       2.549275295009e-16 
  952       1.717874678094e-10       5.208034931534e-12       5.577149819041e-12       0.000000000000e+00       7.271068337190e-15       1.511849224413e-15       2.560461668324e-16 
  953       1.705600436367e-10       5.238003403211e-12       5.427735551822e-12       0.000000000000e+00       7.241794398036e-15       1.491519187345e-15       2.571332823867e-16 
  954       1.693495734402e-10       5.267362609030e-12       5.275595348947e-12       0.000000000000e+00       7.212664542746e-15       1.471263988638e-15       2.581879890272e-16 
  955       1.681562853195e-10       5.296100688958e-12       5.120801374614e-12       0.000000000000e+00       7.183677954309e-15       1.451083990653e-15       2.592093935133e-16 
  956       1.669804084543e-10       5.324205710240e-12       4.963426487919e-12       0.000000000000e+00       7.154833798884e-15       1.430979553362e-15       2.601965964850e-16 
  957       1.658221731065e-10       5.351665667237e-12       4.803544244747e-12       0.000000000000e+00       7.126131225748e-15       1.410951034334e-15       2.611486924489e-16 
  958       1.646818106221e-10       5.378468481258e-12       4.641228899657e-12       0.000000000000e+00       7.097569367235e-15       1.390998788727e-15       2.620647697628e-16 
  959       1.635595534338e-10       5.404602000396e-12       4.476555407773e-12       0.000000000000e+00       7.069147338688e-15       1.371123169274e-15       2.629439106211e-16 
  960       1.624556350622e-10       5.430053999360e-12       4.309599426674e-12       0.000000000000e+00       7.040864238397e-15       1.351324526268e-15       2.637851910403e-16 
  961       1.613702901185e-10       5.454812179309e-12       4.140437318274e-12       0.000000000000e+00       7.012719147552e-15       1.331603207554e-15       2.645876808435e-16 
  962       1.603037543061e-10       5.478864167690e-12       3.969146150721e-12       0.000000000000e+00       6.984711130182e-15       1.311959558517e-15       2.653504436466e-16 
  963       1.592562644228e-10       5.502197518063e-12       3.795803700276e-12       0.000000000000e+00       6.956839233101e-15       1.292393922065e-15       2.660725368426e-16 
  964       1.582280583629e-10       5.524799709947e-12       3.620488453209e-12       0.000000000000e+00       6.929102485858e-15       1.272906638621e-15       2.667530115873e-16 
  965       1.572193751189e-10       5.546658148642e-12       3.443279607680e-12       0.000000000000e+00       6.901499900675e-15       1.253498046113e-15       2.673909127845e-16 
  966       1.562304547841e-10       5.567760165072e-12       3.264257075632e-12       0.000000000000e+00       6.874030472397e-15       1.234168479955e-15       2.679852790709e-16 
  967       1.552615385539e-10       5.588093015614e-12       3.083501484678e-12       0.000000000000e+00       6.846693178436e-15       1.214918273040e-15       2.685351428019e-16 
  968       1.543128687286e-10       5.607643881934e-12       2.901094179990e-12       0.000000000000e+00       6.819486978717e-15       1.195747755728e-15       2.690395300360e-16 
  969       1.533846887146e-10       5.626399870821e-12       2.717117226184e-12       0.000000000000e+00       6.792410815619e-15       1.176657255832e-15       2.694974605209e-16 
  970       1.524772430272e-10       5.644348014019e-12       2.531653409212e-12       0.000000000000e+00       6.765463613925e-15       1.157647098605e-15       2.699079476780e-16 
  971       1.515907772921e-10       5.661475268063e-12       2.344786238250e-12       0.000000000000e+00       6.738644280767e-15       1.138717606731e-15       2.702699985879e-16 
  972       1.507255382476e-10       5.677768514114e-12       2.156599947583e-12       0.000000000000e+00       6.711951705567e-15       1.119869100312e-15       2.705826139757e-16 
  973       1.498817215899e-10       5.693216836901e-12       1.967176674101e-12       0.000000000000e+00       6.685384885717e-15       1.101102366577e-15       2.708450972098e-16 
  974       1.490593146474e-10       5.707818399376e-12       1.776587939558e-12       0.000000000000e+00       6.658943305792e-15       1.082420076776e-15       2.710579864095e-16 
  975       1.482582513490e-10       5.721573670922e-12       1.584903044207e-12       0.000000000000e+00       6.632626563919e-15       1.063825390534e-15       2.712221362992e-16 
  976       1.474784641617e-10       5.734483157719e-12       1.392191881129e-12       0.000000000000e+00       6.606434246522e-15       1.045321488098e-15       2.713384104880e-16 
  977       1.467198840868e-10       5.746547402869e-12       1.198524937769e-12       0.000000000000e+00       6.580365928287e-15       1.026911570389e-15       2.714076814931e-16 
  978       1.459824406546e-10       5.757766986514e-12       1.003973297461e-12       0.000000000000e+00       6.554421172116e-15       1.008598859045e-15       2.714308307650e-16 
  979       1.452660619202e-10       5.768142525962e-12       8.086086409618e-13       0.000000000000e+00       6.528599529096e-15       9.903865964740e-16       2.714087487114e-16 
  980       1.445706744589e-10       5.777674675810e-12       6.125032479813e-13       0.000000000000e+00       6.502900538453e-15       9.722780458951e-16       2.713423347218e-16 
  981       1.438962033615e-10       5.786364128062e-12       4.157299987124e-13       0.000000000000e+00       6.477323727519e-15       9.542764913903e-16       2.712324971915e-16 
  982       1.432425722297e-10       5.794211612257e-12       2.183623753618e-13       0.000000000000e+00       6.451868611687e-15       9.363852379498e-16       2.710801535463e-16 
  983       1.426097031718e-10       5.801217895589e-12       2.047446368057e-14       0.000000000000e+00       6.426534694380e-15       9.186076115202e-16       2.708862302664e-16 
  984       1.419975167977e-10       5.807383783030e-12      -1.778590455049e-13       0.000000000000e+00       6.401321467003e-15       9.009469590516e-16       2.706516629114e-16 
  985       1.414059322147e-10       5.812710117449e-12      -3.765628547629e-13       0.000000000000e+00       6.376228408912e-15       8.834066485448e-16       2.703773961441e-16 
  986       1.408348670227e-10       5.817197779743e-12      -5.755610585251e-13       0.000000000000e+00       6.351254987367e-15       8.659900690991e-16       2.700643837549e-16 
  987       1.402842373096e-10       5.820847688951e-12      -7.747771415566e-13       0.000000000000e+00       6.326400657503e-15       8.487006309592e-16       2.697135886863e-16 
