# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1396       1.051613101854e-10       2.367857174551e-12      -7.328781765864e-12       1.121595423219e-14       1.600869537411e-15       5.560637039176e-16      -5.377005150694e-17 
 1397       1.052742712333e-10       2.345731512790e-12      -7.285455153462e-12       1.121317158346e-14       1.596223015118e-15       5.552452628610e-16      -5.304816977345e-17 
 1398       1.053832700934e-10       2.323774114201e-12      -7.240729409929e-12       1.121037522785e-14       1.591592616131e-15       5.543635391578e-16      -5.232538146697e-17 
 1399       1.054881736353e-10       2.301994396085e-12      -7.194618431313e-12       1.120756295106e-14       1.586978252206e-15       5.534177897830e-16      -5.160180439155e-17 
 1400       1.055888480410e-10       2.280401825647e-12      -7.147136217126e-12       1.120473252597e-14       1.582379834085e-15       5.524072685816e-16      -5.087755701450e-17 
 1401       1.056851588037e-10       2.259005920080e-12      -7.098296870540e-12       1.120188171253e-14       1.577797271492e-15       5.513312262631e-16      -5.015275846759e-17 
 1402       1.057769869297e-10       2.237815344914e-12      -7.048116531391e-12       1.119900840507e-14       1.573230481031e-15       5.501894521497e-16      -4.942751538409e-17 
 1403       1.058642777335e-10       2.216835198607e-12      -6.996619196835e-12       1.119611107560e-14       1.568679409977e-15       5.489839056123e-16      -4.870188225729e-17 
 1404       1.059469925495e-10       2.196069699803e-12      -6.943830961798e-12       1.119318833506e-14       1.564144012728e-15       5.477171016416e-16      -4.797590067083e-17 
 1405       1.060250925744e-10       2.175523086530e-12      -6.889778092003e-12       1.119023878647e-14       1.559624242928e-15       5.463915706675e-16      -4.724961242564e-17 
 1406       1.060985388675e-10       2.155199616237e-12      -6.834487024280e-12       1.118726102492e-14       1.555120053462e-15       5.450098585870e-16      -4.652305954033e-17 
 1407       1.061672923501e-10       2.135103565816e-12      -6.777984366887e-12       1.118425363752e-14       1.550631396461e-15       5.435745267926e-16      -4.579628425154e-17 
 1408       1.062313138054e-10       2.115239231643e-12      -6.720296899823e-12       1.118121520344e-14       1.546158223292e-15       5.420881522001e-16      -4.506932901435e-17 
 1409       1.062905638785e-10       2.095610929603e-12      -6.661451575149e-12       1.117814429386e-14       1.541700484563e-15       5.405533272772e-16      -4.434223650256e-17 
 1410       1.063450030760e-10       2.076222995126e-12      -6.601475517300e-12       1.117503947197e-14       1.537258130119e-15       5.389726600709e-16      -4.361504960915e-17 
 1411       1.063945917656e-10       2.057079783214e-12      -6.540396023404e-12       1.117189929294e-14       1.532831109037e-15       5.373487742363e-16      -4.288781144660e-17 
 1412       1.064392901764e-10       2.038185668476e-12      -6.478240563598e-12       1.116872230393e-14       1.528419369629e-15       5.356843090641e-16      -4.216056534725e-17 
 1413       1.064790583985e-10       2.019545045158e-12      -6.415036781341e-12       1.116550704405e-14       1.524022859440e-15       5.339819195094e-16      -4.143335486370e-17 
 1414       1.065138563824e-10       2.001162327176e-12      -6.350812493737e-12       1.116225204437e-14       1.519641525243e-15       5.322442762190e-16      -4.070622376914e-17 
 1415       1.065436439397e-10       1.983041948144e-12      -6.285595691845e-12       1.115895582790e-14       1.515275313038e-15       5.304740655603e-16      -3.997921605774e-17 
 1416       1.065683807417e-10       1.965188361408e-12      -6.219414541000e-12       1.115561690953e-14       1.510924168055e-15       5.286739896489e-16      -3.925237594501e-17 
 1417       1.065880263206e-10       1.947606040080e-12      -6.152297381126e-12       1.115223379611e-14       1.506588034746e-15       5.268467663767e-16      -3.852574786818e-17 
 1418       1.066025400679e-10       1.930299477063e-12      -6.084272727055e-12       1.114880498634e-14       1.502266856786e-15       5.249951294403e-16      -3.779937648654e-17 
 1419       1.066118812353e-10       1.913273185088e-12      -6.015369268842e-12       1.114532897082e-14       1.497960577072e-15       5.231218283691e-16      -3.707330668183e-17 
 1420       1.066160089340e-10       1.896531696745e-12      -5.945615872080e-12       1.114180423200e-14       1.493669137721e-15       5.212296285531e-16      -3.634758355858e-17 
 1421       1.066148821345e-10       1.880079564510e-12      -5.875041578221e-12       1.113822924417e-14       1.489392480067e-15       5.193213112712e-16      -3.562225244452e-17 
 1422       1.066084596665e-10       1.863921360782e-12      -5.803675604886e-12       1.113460247349e-14       1.485130544662e-15       5.173996737193e-16      -3.489735889091e-17 
 1423       1.065967002187e-10       1.848061677911e-12      -5.731547346189e-12       1.113092237789e-14       1.480883271269e-15       5.154675290386e-16      -3.417294867292e-17 
 1424       1.065795623386e-10       1.832505128231e-12      -5.658686373045e-12       1.112718740715e-14       1.476650598866e-15       5.135277063432e-16      -3.344906779000e-17 
 1425       1.065570044324e-10       1.817256344091e-12      -5.585122433493e-12       1.112339600281e-14       1.472432465644e-15       5.115830507487e-16      -3.272576246622e-17 
 1426       1.065289847645e-10       1.802319977887e-12      -5.510885453010e-12       1.111954659819e-14       1.468228808999e-15       5.096364234003e-16      -3.200307915069e-17 
 1427       1.064954614577e-10       1.787700702092e-12      -5.436005534827e-12       1.111563761840e-14       1.464039565538e-15       5.076907015004e-16      -3.128106451787e-17 
 1428       1.064563924926e-10       1.773403209289e-12      -5.360512960245e-12       1.111166748027e-14       1.459864671072e-15       5.057487783373e-16      -3.055976546799e-17 
 1429       1.064117357080e-10       1.759432212202e-12      -5.284438188954e-12       1.110763459236e-14       1.455704060617e-15       5.038135633130e-16      -2.983922912737e-17 
 1430       1.063614487998e-10       1.745792443728e-12      -5.207811859345e-12       1.110353735498e-14       1.451557668392e-15       5.018879819713e-16      -2.911950284880e-17 
 1431       1.063054893217e-10       1.732488656967e-12      -5.130664788832e-12       1.109937416011e-14       1.447425427817e-15       4.999749760261e-16      -2.840063421193e-17 
 1432       1.062438146844e-10       1.719525625255e-12      -5.053027974163e-12       1.109514339145e-14       1.443307271509e-15       4.980775033894e-16      -2.768267102361e-17 
 1433       1.061763821559e-10       1.706908142195e-12      -4.974932591739e-12       1.109084342435e-14       1.439203131285e-15       4.961985381993e-16      -2.696566131828e-17 
 1434       1.061031488608e-10       1.694641021688e-12      -4.896409997932e-12       1.108647262584e-14       1.435112938155e-15       4.943410708483e-16      -2.624965335830e-17 
 1435       1.060240717804e-10       1.682729097965e-12      -4.817491729397e-12       1.108202935460e-14       1.431036622327e-15       4.925081080112e-16      -2.553469563435e-17 
 1436       1.059391077525e-10       1.671177225619e-12      -4.738209503393e-12       1.107751196094e-14       1.426974113196e-15       4.907026726735e-16      -2.482083686580e-17 
 1437       1.058482134709e-10       1.659990279635e-12      -4.658595218097e-12       1.107291878677e-14       1.422925339353e-15       4.889278041593e-16      -2.410812600106e-17 
 1438       1.057513454859e-10       1.649173155423e-12      -4.578680952919e-12       1.106824816564e-14       1.418890228573e-15       4.871865581593e-16      -2.339661221793e-17 
 1439       1.056484602033e-10       1.638730768847e-12      -4.498498968822e-12       1.106349842266e-14       1.414868707821e-15       4.854820067592e-16      -2.268634492401e-17 
 1440       1.055395138846e-10       1.628668056262e-12      -4.418081708635e-12       1.105866787453e-14       1.410860703247e-15       4.838172384677e-16      -2.197737375703e-17 
 1441       1.054244771619e-10       1.618988943658e-12      -4.337460512174e-12       1.105375507396e-14       1.406866146528e-15       4.821943935828e-16      -2.126974970953e-17 
 1442       1.053033787437e-10       1.609693242607e-12      -4.256661746685e-12       1.104875954574e-14       1.402884993962e-15       4.806117595240e-16      -2.056352851457e-17 
 1443       1.051762621523e-10       1.600779722877e-12      -4.175710637758e-12       1.104368105809e-14       1.398917207566e-15       4.790666460759e-16      -1.985876729509e-17 
 1444       1.050431712495e-10       1.592247140430e-12      -4.094632551200e-12       1.103851937892e-14       1.394962748747e-15       4.775563473476e-16      -1.915552344320e-17 
 1445       1.049041502372e-10       1.584094237388e-12      -4.013452993280e-12       1.103327427583e-14       1.391021578299e-15       4.760781417449e-16      -1.845385462057e-17 
 1446       1.047592436581e-10       1.576319742009e-12      -3.932197610969e-12       1.102794551610e-14       1.387093656406e-15       4.746292919427e-16      -1.775381875890e-17 
 1447       1.046084963967e-10       1.568922368659e-12      -3.850892192186e-12       1.102253286667e-14       1.383178942639e-15       4.732070448574e-16      -1.705547406035e-17 
 1448       1.044519536792e-10       1.561900817781e-12      -3.769562666035e-12       1.101703609420e-14       1.379277395951e-15       4.718086316194e-16      -1.635887899793e-17 
 1449       1.042896610749e-10       1.555253775870e-12      -3.688235103051e-12       1.101145496500e-14       1.375388974681e-15       4.704312675456e-16      -1.566409231600e-17 
 1450       1.041216644961e-10       1.548979915442e-12      -3.606935715441e-12       1.100578924506e-14       1.371513636551e-15       4.690721521113e-16      -1.497117303063e-17 
 1451       1.039480101995e-10       1.543077895010e-12      -3.525690857326e-12       1.100003870007e-14       1.367651338661e-15       4.677284689231e-16      -1.428018043008e-17 
 1452       1.037687447864e-10       1.537546359053e-12      -3.444527024982e-12       1.099420309539e-14       1.363802037494e-15       4.663973856913e-16      -1.359117407521e-17 
 1453       1.035839152033e-10       1.532383937988e-12      -3.363470857087e-12       1.098828219606e-14       1.359965688909e-15       4.650760542019e-16      -1.290421379992e-17 
 1454       1.033935687428e-10       1.527589248142e-12      -3.282549134955e-12       1.098227576680e-14       1.356142248143e-15       4.637616102895e-16      -1.221935971159e-17 
 1455       1.031977530439e-10       1.523160891726e-12      -3.201788782786e-12       1.097618357200e-14       1.352331669810e-15       4.624511738091e-16      -1.153667219148e-17 
 1456       1.029965160932e-10       1.519097456803e-12      -3.121216867905e-12       1.097000537575e-14       1.348533907895e-15       4.611418486091e-16      -1.085621189520e-17 
 1457       1.027899062249e-10       1.515397517267e-12      -3.040860601001e-12       1.096374094181e-14       1.344748915758e-15       4.598307225035e-16      -1.017803975313e-17 
 1458       1.025779721218e-10       1.512059632804e-12      -2.960747336377e-12       1.095739003361e-14       1.340976646132e-15       4.585148672439e-16      -9.502216970838e-18 
 1459       1.023607628160e-10       1.509082348876e-12      -2.880904572184e-12       1.095095241427e-14       1.337217051117e-15       4.571913384927e-16      -8.828805029513e-18 
 1460       1.021383276892e-10       1.506464196684e-12      -2.801359950667e-12       1.094442784658e-14       1.333470082185e-15       4.558571757946e-16      -8.157865686417e-18 
 1461       1.019107164737e-10       1.504203693144e-12      -2.722141258409e-12       1.093781609303e-14       1.329735690174e-15       4.545094025498e-16      -7.489460975298e-18 
 1462       1.016779792530e-10       1.502299340858e-12      -2.643276426568e-12       1.093111691576e-14       1.326013825289e-15       4.531450259859e-16      -6.823653206831e-18 
 1463       1.014401664622e-10       1.500749628086e-12      -2.564793531126e-12       1.092433007661e-14       1.322304437098e-15       4.517610371303e-16      -6.160504969043e-18 
 1464       1.011973288887e-10       1.499553028718e-12      -2.486720793123e-12       1.091745533708e-14       1.318607474537e-15       4.503544107831e-16      -5.500079127753e-18 
 1465       1.009495176732e-10       1.498708002248e-12      -2.409086578906e-12       1.091049245836e-14       1.314922885899e-15       4.489221054888e-16      -4.842438826995e-18 
 1466       1.006967843098e-10       1.498212993740e-12      -2.331919400370e-12       1.090344120131e-14       1.311250618841e-15       4.474610635091e-16      -4.187647489454e-18 
 1467       1.004391806471e-10       1.498066433806e-12      -2.255247915196e-12       1.089630132649e-14       1.307590620379e-15       4.459682107956e-16      -3.535768816900e-18 
 1468       1.001767588885e-10       1.498266738577e-12      -2.179100927097e-12       1.088907259410e-14       1.303942836888e-15       4.444404569613e-16      -2.886866790616e-18 
 1469       9.990957159328e-11       1.498812309672e-12      -2.103507386060e-12       1.088175476405e-14       1.300307214098e-15       4.428746952540e-16      -2.241005671829e-18 
 1470       9.963767167661e-11       1.499701534172e-12      -2.028496388587e-12       1.087434759590e-14       1.296683697096e-15       4.412678025280e-16      -1.598250002147e-18 
 1471       9.936111241074e-11       1.500932784592e-12      -1.954097177937e-12       1.086685084891e-14       1.293072230322e-15       4.396166392169e-16      -9.586646039855e-19 
 1472       9.907994742542e-11       1.502504418853e-12      -1.880339144371e-12       1.085926428202e-14       1.289472757572e-15       4.379180493056e-16      -3.223145810008e-19 
 1473       9.879423070854e-11       1.504414780253e-12      -1.807251825387e-12       1.085158765381e-14       1.285885221988e-15       4.361688603032e-16       3.107346814771e-19 
 1474       9.850401660681e-11       1.506662197439e-12      -1.734864905973e-12       1.084382072257e-14       1.282309566068e-15       4.343658832151e-16       9.404175160136e-19 
 1475       9.820935982640e-11       1.509244984380e-12      -1.663208218840e-12       1.083596324626e-14       1.278745731655e-15       4.325059125154e-16       1.566667972638e-18 
 1476       9.791031543356e-11       1.512161440339e-12      -1.592311744666e-12       1.082801498251e-14       1.275193659941e-15       4.305857261193e-16       2.189419818412e-18 
 1477       9.760693885528e-11       1.515409849844e-12      -1.522205612344e-12       1.081997568863e-14       1.271653291464e-15       4.286020853556e-16       2.808606536996e-18 
 1478       9.729928587993e-11       1.518988482660e-12      -1.452920099216e-12       1.081184512160e-14       1.268124566107e-15       4.265517349392e-16       3.424161328221e-18 
 1479       9.698741265790e-11       1.522895593761e-12      -1.384485631320e-12       1.080362303807e-14       1.264607423096e-15       4.244314029430e-16       4.036017107653e-18 
 1480       9.667138091607e-11       1.527128848185e-12      -1.316929457655e-12       1.079530938629e-14       1.261101806116e-15       4.222388098048e-16       4.644112403284e-18 
 1481       9.635127365632e-11       1.531683589437e-12      -1.250265636538e-12       1.078690488376e-14       1.257607678712e-15       4.199757063091e-16       5.248409110218e-18 
 1482       9.602717961347e-11       1.536554553918e-12      -1.184504950765e-12       1.077841044531e-14       1.254125009040e-15       4.176448655728e-16       5.848874910584e-18 
 1483       9.569918805638e-11       1.541736444427e-12      -1.119658224674e-12       1.076982699166e-14       1.250653764757e-15       4.152490767637e-16       6.445477392232e-18 
 1484       9.536738878896e-11       1.547223930107e-12      -1.055736324203e-12       1.076115544944e-14       1.247193913026e-15       4.127911451277e-16       7.038184048623e-18 
 1485       9.503187215105e-11       1.553011646380e-12      -9.927501569467e-13       1.075239675123e-14       1.243745420511e-15       4.102738920171e-16       7.626962278720e-18 
 1486       9.469272901935e-11       1.559094194892e-12      -9.307106722212e-13       1.074355183555e-14       1.240308253377e-15       4.077001549174e-16       8.211779386879e-18 
 1487       9.435005080837e-11       1.565466143450e-12      -8.696288611214e-13       1.073462164687e-14       1.236882377291e-15       4.050727874757e-16       8.792602582740e-18 
 1488       9.400392947133e-11       1.572122025964e-12      -8.095157565819e-13       1.072560713564e-14       1.233467757418e-15       4.023946595277e-16       9.369398981119e-18 
 1489       9.365445750110e-11       1.579056342387e-12      -7.503824334372e-13       1.071650925826e-14       1.230064358420e-15       3.996686571261e-16       9.942135601898e-18 
 1490       9.330172793113e-11       1.586263558658e-12      -6.922400084814e-13       1.070732897714e-14       1.226672144457e-15       3.968976825675e-16       1.051077936992e-17 
 1491       9.294583433639e-11       1.593738106637e-12      -6.350996405284e-13       1.069806726067e-14       1.223291079186e-15       3.940846544203e-16       1.107529711486e-17 
 1492       9.258687083426e-11       1.601474384050e-12      -5.789725304722e-13       1.068872508324e-14       1.219921125758e-15       3.912325075526e-16       1.163565557117e-17 
 1493       9.222493208550e-11       1.609466754429e-12      -5.238699213469e-13       1.067930342528e-14       1.216562246817e-15       3.883441931596e-16       1.219182137789e-17 
 1494       9.186011329515e-11       1.617709547050e-12      -4.698030983865e-13       1.066980327322e-14       1.213214404502e-15       3.854226787911e-16       1.274376107860e-17 
 1495       9.149251021347e-11       1.626197056878e-12      -4.167833890853e-13       1.066022561955e-14       1.209877560440e-15       3.824709483795e-16       1.329144112131e-17 
 1496       9.112221913685e-11       1.634923544500e-12      -3.648221632578e-13       1.065057146279e-14       1.206551675753e-15       3.794920022671e-16       1.383482785832e-17 
 1497       9.074933690877e-11       1.643883236074e-12      -3.139308330991e-13       1.064084180752e-14       1.203236711050e-15       3.764888572342e-16       1.437388754610e-17 
 1498       9.037396092070e-11       1.653070323264e-12      -2.641208532446e-13       1.063103766439e-14       1.199932626429e-15       3.734645465261e-16       1.490858634526e-17 
 1499       8.999618911304e-11       1.662478963181e-12      -2.154037208301e-13       1.062116005014e-14       1.196639381475e-15       3.704221198812e-16       1.543889032034e-17 
 1500       8.961611997603e-11       1.672103278326e-12      -1.677909755522e-13       1.061120998757e-14       1.193356935261e-15       3.673646435586e-16       1.596476543978e-17 
 1501       8.923385255071e-11       1.681937356528e-12      -1.212941997282e-13       1.060118850561e-14       1.190085246344e-15       3.642952003658e-16       1.648617757576e-17 
 1502       8.884948642982e-11       1.691975250885e-12      -7.592501835598e-14       1.059109663928e-14       1.186824272765e-15       3.612168896858e-16       1.700309250412e-17 
 1503       8.846312175874e-11       1.702210979706e-12      -3.169509917454e-14       1.058093542972e-14       1.183573972051e-15       3.581328275056e-16       1.751547590424e-17 
 1504       8.807485923642e-11       1.712638526448e-12       1.138384727634e-14       1.057070592422e-14       1.180334301207e-15       3.550461464431e-16       1.802329335894e-17 
 1505       8.768480011628e-11       1.723251839662e-12       5.330006759577e-14       1.056040917617e-14       1.177105216721e-15       3.519599957752e-16       1.852651035436e-17 
 1506       8.729304620718e-11       1.734044832928e-12       9.404176546179e-14       1.055004624515e-14       1.173886674563e-15       3.488775414653e-16       1.902509227984e-17 
 1507       8.689969987432e-11       1.745011384797e-12       1.335971015712e-13       1.053961819688e-14       1.170678630180e-15       3.458019661907e-16       1.951900442786e-17 
 1508       8.650486404018e-11       1.756145338733e-12       1.719541935796e-13       1.052912610326e-14       1.167481038496e-15       3.427364693708e-16       2.000821199387e-17 
 1509       8.610864218544e-11       1.767440503053e-12       2.091011160411e-13       1.051857104236e-14       1.164293853914e-15       3.396842671942e-16       2.049268007622e-17 
 1510       8.571113834990e-11       1.778890650867e-12       2.450259003486e-13       1.050795409845e-14       1.161117030312e-15       3.366485926465e-16       2.097237367603e-17 
 1511       8.531245713343e-11       1.790489520018e-12       2.797165346730e-13       1.049727636201e-14       1.157950521041e-15       3.336326955383e-16       2.144725769711e-17 
 1512       8.491270369687e-11       1.802230813022e-12       3.131609639042e-13       1.048653892971e-14       1.154794278930e-15       3.306398425321e-16       2.191729694581e-17 
 1513       8.451198376300e-11       1.814108197011e-12       3.453470895899e-13       1.047574290446e-14       1.151648256276e-15       3.276733171708e-16       2.238245613096e-17 
 1514       8.411040361742e-11       1.826115303672e-12       3.762627698763e-13       1.046488939540e-14       1.148512404851e-15       3.247364199046e-16       2.284269986371e-17 
 1515       8.370807010948e-11       1.838245729186e-12       4.058958194476e-13       1.045397951791e-14       1.145386675894e-15       3.218324681193e-16       2.329799265746e-17 
 1516       8.330509065327e-11       1.850493034170e-12       4.342340094661e-13       1.044301439362e-14       1.142271020118e-15       3.189647961632e-16       2.374829892772e-17 
 1517       8.290157322847e-11       1.862850743619e-12       4.612650675121e-13       1.043199515044e-14       1.139165387700e-15       3.161367553756e-16       2.419358299204e-17 
 1518       8.249762638132e-11       1.875312346842e-12       4.869766775238e-13       1.042092292254e-14       1.136069728287e-15       3.133517141135e-16       2.463380906988e-17 
 1519       8.209335416409e-11       1.887871424561e-12       5.113597116092e-13       1.040979889367e-14       1.132983995141e-15       3.106122155882e-16       2.506894511570e-17 
 1520       8.168884089834e-11       1.900522031656e-12       5.344179596448e-13       1.039862442757e-14       1.129908157628e-15       3.079174424452e-16       2.549897435898e-17 
 1521       8.128416626678e-11       1.913258317984e-12       5.561584932481e-13       1.038740093880e-14       1.126842188849e-15       3.052657278245e-16       2.592388387515e-17 
 1522       8.087941036208e-11       1.926074401508e-12       5.765884425156e-13       1.037612984966e-14       1.123786061498e-15       3.026553953200e-16       2.634366076250e-17 
 1523       8.047465368752e-11       1.938964368246e-12       5.957149961309e-13       1.036481259010e-14       1.120739747865e-15       3.000847589645e-16       2.675829214230e-17 
 1524       8.006997715767e-11       1.951922272212e-12       6.135454014721e-13       1.035345059782e-14       1.117703219829e-15       2.975521232125e-16       2.716776515889e-17 
 1525       7.966546209904e-11       1.964942135372e-12       6.300869647203e-13       1.034204531822e-14       1.114676448865e-15       2.950557829248e-16       2.757206697974e-17 
 1526       7.926119025074e-11       1.978017947582e-12       6.453470509669e-13       1.033059820445e-14       1.111659406037e-15       2.925940233522e-16       2.797118479559e-17 
 1527       7.885724376518e-11       1.991143666542e-12       6.593330843219e-13       1.031911071741e-14       1.108652062000e-15       2.901651201190e-16       2.836510582050e-17 
 1528       7.845370520868e-11       2.004313217739e-12       6.720525480217e-13       1.030758432575e-14       1.105654386997e-15       2.877673392075e-16       2.875381729195e-17 
 1529       7.805065756219e-11       2.017520494396e-12       6.835129845369e-13       1.029602050590e-14       1.102666350862e-15       2.853989369412e-16       2.913730647095e-17 
 1530       7.764818422191e-11       2.030759357417e-12       6.937219956800e-13       1.028442074210e-14       1.099687923014e-15       2.830581599692e-16       2.951556064209e-17 
 1531       7.724636899998e-11       2.044023635338e-12       7.026872427138e-13       1.027278652635e-14       1.096719072462e-15       2.807432452499e-16       2.988856711367e-17 
 1532       7.684529612513e-11       2.057307124269e-12       7.104164464589e-13       1.026111935850e-14       1.093759767798e-15       2.784524200348e-16       3.025631321778e-17 
 1533       7.644505024336e-11       2.070603587846e-12       7.169173874017e-13       1.024942074620e-14       1.090809977200e-15       2.761839018524e-16       3.061878631037e-17 
 1534       7.604571641861e-11       2.083906757174e-12       7.221979058023e-13       1.023769220495e-14       1.087869668433e-15       2.739358984920e-16       3.097597377137e-17 
 1535       7.564738013338e-11       2.097210330776e-12       7.262659018021e-13       1.022593525811e-14       1.084938808842e-15       2.717066079879e-16       3.132786300476e-17 
 1536       7.525012728944e-11       2.110507974541e-12       7.291293355323e-13       1.021415143687e-14       1.082017365357e-15       2.694942186028e-16       3.167444143866e-17 
 1537       7.485404420849e-11       2.123793321669e-12       7.307962272214e-13       1.020234228033e-14       1.079105304488e-15       2.672969088120e-16       3.201569652544e-17 
 1538       7.445921763280e-11       2.137059972620e-12       7.312746573028e-13       1.019050933546e-14       1.076202592327e-15       2.651128472871e-16       3.235161574180e-17 
 1539       7.406573472589e-11       2.150301495058e-12       7.305727665234e-13       1.017865415713e-14       1.073309194547e-15       2.629401928801e-16       3.268218658883e-17 
 1540       7.367368307321e-11       2.163511423803e-12       7.286987560508e-13       1.016677830815e-14       1.070425076398e-15       2.607770946071e-16       3.300739659215e-17 
 1541       7.328315068277e-11       2.176683260773e-12       7.256608875818e-13       1.015488335921e-14       1.067550202711e-15       2.586216916319e-16       3.332723330197e-17 
 1542       7.289422598583e-11       2.189810474934e-12       7.214674834496e-13       1.014297088898e-14       1.064684537893e-15       2.564721132505e-16       3.364168429321e-17 
 1543       7.250699783755e-11       2.202886502247e-12       7.161269267324e-13       1.013104248405e-14       1.061828045928e-15       2.543264788744e-16       3.395073716553e-17 
 1544       7.212155551767e-11       2.215904745614e-12       7.096476613607e-13       1.011909973901e-14       1.058980690376e-15       2.521828980149e-16       3.425437954350e-17 
 1545       7.173798873118e-11       2.228858574824e-12       7.020381922256e-13       1.010714425639e-14       1.056142434372e-15       2.500394702665e-16       3.455259907662e-17 
 1546       7.135638760893e-11       2.241741326505e-12       6.933070852864e-13       1.009517764672e-14       1.053313240627e-15       2.478942852914e-16       3.484538343944e-17 
 1547       7.097684270837e-11       2.254546304065e-12       6.834629676788e-13       1.008320152854e-14       1.050493071421e-15       2.457454228026e-16       3.513272033168e-17 
 1548       7.059944501417e-11       2.267266777642e-12       6.725145278224e-13       1.007121752840e-14       1.047681888611e-15       2.435909525485e-16       3.541459747826e-17 
 1549       7.022428593889e-11       2.279895984051e-12       6.604705155288e-13       1.005922728087e-14       1.044879653624e-15       2.414289342963e-16       3.569100262943e-17 
 1550       6.985145732366e-11       2.292427126733e-12       6.473397421097e-13       1.004723242857e-14       1.042086327458e-15       2.392574178160e-16       3.596192356085e-17 
 1551       6.948105143883e-11       2.304853375696e-12       6.331310804843e-13       1.003523462217e-14       1.039301870679e-15       2.370744428645e-16       3.622734807369e-17 
 1552       6.911316098462e-11       2.317167867469e-12       6.178534652876e-13       1.002323552039e-14       1.036526243426e-15       2.348780391691e-16       3.648726399471e-17 
 1553       6.874787909182e-11       2.329363705045e-12       6.015158929780e-13       1.001123679004e-14       1.033759405403e-15       2.326662264114e-16       3.674165917635e-17 
 1554       6.838529932243e-11       2.341433957830e-12       5.841274219456e-13       9.999240106014e-15       1.031001315884e-15       2.304370142117e-16       3.699052149681e-17 
 1555       6.802551567035e-11       2.353371661588e-12       5.656971726195e-13       9.987247151319e-15       1.028251933707e-15       2.281884021120e-16       3.723383886017e-17 
 1556       6.766862256199e-11       2.365169818390e-12       5.462343275762e-13       9.975259617063e-15       1.025511217278e-15       2.259183795608e-16       3.747159919646e-17 
 1557       6.731471485701e-11       2.376821396560e-12       5.257481316472e-13       9.963279202488e-15       1.022779124566e-15       2.236249258961e-16       3.770379046175e-17 
 1558       6.696387695743e-11       2.388319995206e-12       5.042493367622e-13       9.951307509266e-15       1.020055616491e-15       2.213065273167e-16       3.793040559190e-17 
 1559       6.661615002204e-11       2.399661844737e-12       4.817545511000e-13       9.939345723314e-15       1.017340667114e-15       2.189637331342e-16       3.815145741448e-17 
 1560       6.627156444552e-11       2.410843825021e-12       4.582819309866e-13       9.927394930018e-15       1.014634253535e-15       2.165976141005e-16       3.836696387703e-17 
 1561       6.593015072210e-11       2.421862802492e-12       4.338497400449e-13       9.915456219678e-15       1.011936352525e-15       2.142092467559e-16       3.857694310646e-17 
 1562       6.559193944571e-11       2.432715630124e-12       4.084763493745e-13       9.903530687516e-15       1.009246940518e-15       2.117997134396e-16       3.878141340939e-17 
 1563       6.525696131010e-11       2.443399147413e-12       3.821802377301e-13       9.891619433680e-15       1.006565993612e-15       2.093701022980e-16       3.898039327245e-17 
 1564       6.492524710894e-11       2.453910180359e-12       3.549799917015e-13       9.879723563255e-15       1.003893487572e-15       2.069215072947e-16       3.917390136266e-17 
 1565       6.459682773599e-11       2.464245541444e-12       3.268943058925e-13       9.867844186269e-15       1.001229397822e-15       2.044550282200e-16       3.936195652772e-17 
 1566       6.427173418520e-11       2.474402029610e-12       2.979419831003e-13       9.855982417700e-15       9.985736994532e-16       2.019717706999e-16       3.954457779639e-17 
 1567       6.394999755083e-11       2.484376430244e-12       2.681419344947e-13       9.844139377483e-15       9.959263672161e-16       1.994728462058e-16       3.972178437880e-17 
 1568       6.363164902760e-11       2.494165515152e-12       2.375131797971e-13       9.832316190518e-15       9.932873755232e-16       1.969593720640e-16       3.989359566679e-17 
 1569       6.331671991080e-11       2.503766042544e-12       2.060748474606e-13       9.820513986679e-15       9.906566984477e-16       1.944324714648e-16       4.006003123423e-17 
 1570       6.300524159642e-11       2.513174757011e-12       1.738461748481e-13       9.808733900816e-15       9.880343097229e-16       1.918932734720e-16       4.022111083738e-17 
 1571       6.269724558127e-11       2.522388389506e-12       1.408465084127e-13       9.796977072771e-15       9.854201827413e-16       1.893429130326e-16       4.037685441522e-17 
 1572       6.239276346313e-11       2.531403657322e-12       1.070953038760e-13       9.785244647375e-15       9.828142905539e-16       1.867825309858e-16       4.052728208977e-17 
 1573       6.209182694085e-11       2.540217264075e-12       7.261212640807e-14       9.773537774465e-15       9.802166058699e-16       1.842132740728e-16       4.067241416644e-17 
 1574       6.179446781448e-11       2.548825899682e-12       3.741665080632e-14       9.761857608885e-15       9.776271010555e-16       1.816362949459e-16       4.081227113436e-17 
 1575       6.150071798541e-11       2.557226240342e-12       1.528661674916e-15       9.750205310496e-15       9.750457481339e-16       1.790527521780e-16       4.094687366670e-17 
 1576       6.121060945649e-11       2.565414948512e-12      -3.503194639598e-14       9.738582044182e-15       9.724725187837e-16       1.764638102722e-16       4.107624262103e-17 
