# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  358       3.035686077366e-10       2.531625054214e-12       1.010831247914e-11       5.158285190631e-15       2.433570082197e-13       4.061582340693e-14       2.341338198561e-15 
  359       3.006791107209e-10       2.548447938238e-12       9.894210651182e-12       5.174130583270e-15       2.411187332663e-13       3.999519497707e-14       2.338156652421e-15 
  360       2.978425733366e-10       2.564901226414e-12       9.677253991840e-12       5.189965266503e-15       2.389058023553e-13       3.938023556789e-14       2.334710232750e-15 
  361       2.950593809618e-10       2.580979048672e-12       9.457523204840e-12       5.205791820945e-15       2.367180959544e-13       3.877099749209e-14       2.331002110047e-15 
  362       2.923299047180e-10       2.596675523664e-12       9.235101059997e-12       5.221612882910e-15       2.345554785079e-13       3.816753108245e-14       2.327035575077e-15 
  363       2.896545013082e-10       2.611984758971e-12       9.010072407489e-12       5.237431144761e-15       2.324177982869e-13       3.756988466891e-14       2.322814039774e-15 
  364       2.870335128557e-10       2.626900851297e-12       8.782524192124e-12       5.253249355262e-15       2.303048872392e-13       3.697810455573e-14       2.318341038154e-15 
  365       2.844672667415e-10       2.641417886679e-12       8.552545467606e-12       5.269070319927e-15       2.282165608394e-13       3.639223499850e-14       2.313620227218e-15 
  366       2.819560754431e-10       2.655529940683e-12       8.320227410800e-12       5.284896901372e-15       2.261526179386e-13       3.581231818131e-14       2.308655387861e-15 
  367       2.795002363726e-10       2.669231078609e-12       8.085663336003e-12       5.300732019664e-15       2.241128406150e-13       3.523839419378e-14       2.303450425778e-15 
  368       2.771000317146e-10       2.682515355692e-12       7.848948709208e-12       5.316578652673e-15       2.220969940236e-13       3.467050100819e-14       2.298009372372e-15 
  369       2.747557282647e-10       2.695376817304e-12       7.610181162373e-12       5.332439836421e-15       2.201048262462e-13       3.410867445657e-14       2.292336385661e-15 
  370       2.724675772677e-10       2.707809499157e-12       7.369460507686e-12       5.348318665434e-15       2.181360681415e-13       3.355294820776e-14       2.286435751186e-15 
  371       2.702358142556e-10       2.719807427502e-12       7.126888751833e-12       5.364218293092e-15       2.161904331951e-13       3.300335374456e-14       2.280311882916e-15 
  372       2.680606588861e-10       2.731364619335e-12       6.882570110263e-12       5.380141931978e-15       2.142676173697e-13       3.245992034076e-14       2.273969324156e-15 
  373       2.659423147806e-10       2.742475082598e-12       6.636611021460e-12       5.396092854231e-15       2.123672989549e-13       3.192267503829e-14       2.267412748457e-15 
  374       2.638809693622e-10       2.753132816376e-12       6.389120161204e-12       5.412074391895e-15       2.104891384174e-13       3.139164262426e-14       2.260646960517e-15 
  375       2.618767936944e-10       2.763331811107e-12       6.140208456842e-12       5.428089937270e-15       2.086327782510e-13       3.086684560811e-14       2.253676897096e-15 
  376       2.599299423191e-10       2.773066048779e-12       5.889989101553e-12       5.444142943261e-15       2.067978428263e-13       3.034830419865e-14       2.246507627915e-15 
  377       2.580405530945e-10       2.782329503130e-12       5.638577568615e-12       5.460236923733e-15       2.049839382415e-13       2.983603628117e-14       2.239144356572e-15 
  378       2.562087470337e-10       2.791116139856e-12       5.386091625674e-12       5.476375453855e-15       2.031906521717e-13       2.933005739455e-14       2.231592421439e-15 
  379       2.544346281430e-10       2.799419916810e-12       5.132651349007e-12       5.492562170456e-15       2.014175537191e-13       2.883038070835e-14       2.223857296578e-15 
  380       2.527182832594e-10       2.807234784202e-12       4.878379137794e-12       5.508800772372e-15       1.996641932633e-13       2.833701699988e-14       2.215944592643e-15 
  381       2.510597818896e-10       2.814554684803e-12       4.623399728380e-12       5.525095020800e-15       1.979301023112e-13       2.784997463130e-14       2.207860057791e-15 
  382       2.494591760479e-10       2.821373554148e-12       4.367840208546e-12       5.541448739644e-15       1.962147933468e-13       2.736925952673e-14       2.199609578585e-15 
  383       2.479165000942e-10       2.827685320735e-12       4.111830031773e-12       5.557865815871e-15       1.945177596816e-13       2.689487514933e-14       2.191199180903e-15 
  384       2.464317705725e-10       2.833483906230e-12       3.855501031510e-12       5.574350199854e-15       1.928384753044e-13       2.642682247839e-14       2.182635030846e-15 
  385       2.450049860489e-10       2.838763225668e-12       3.598987435444e-12       5.590905905731e-15       1.911763947313e-13       2.596509998644e-14       2.173923435645e-15 
  386       2.436361269502e-10       2.843517187653e-12       3.342425879759e-12       5.607537011751e-15       1.895309528559e-13       2.550970361632e-14       2.165070844566e-15 
  387       2.423251554014e-10       2.847739694563e-12       3.085955423412e-12       5.624247660622e-15       1.879015647993e-13       2.506062675827e-14       2.156083849821e-15 
  388       2.410720029335e-10       2.851425756664e-12       2.829705640059e-12       5.641041601558e-15       1.862877305775e-13       2.461785820064e-14       2.146968193953e-15 
  389       2.398765334282e-10       2.854574879990e-12       2.573760373665e-12       5.657920796788e-15       1.846893537256e-13       2.418137594408e-14       2.137725749225e-15 
  390       2.387385784695e-10       2.857187805584e-12       2.318192655149e-12       5.674886763610e-15       1.831064342979e-13       2.375115311098e-14       2.128357427023e-15 
  391       2.376579491783e-10       2.859265408117e-12       2.063076507066e-12       5.691941027976e-15       1.815389650599e-13       2.332715992655e-14       2.118864161291e-15 
  392       2.366344360415e-10       2.860808696968e-12       1.808486948397e-12       5.709085124479e-15       1.799869314219e-13       2.290936369436e-14       2.109246908648e-15 
  393       2.356678087402e-10       2.861818817318e-12       1.554499999338e-12       5.726320596341e-15       1.784503113723e-13       2.249772877173e-14       2.099506648504e-15 
  394       2.347578159782e-10       2.862297051234e-12       1.301192686084e-12       5.743648995399e-15       1.769290754108e-13       2.209221654530e-14       2.089644383178e-15 
  395       2.339041853110e-10       2.862244818758e-12       1.048643045625e-12       5.761071882088e-15       1.754231864821e-13       2.169278540646e-14       2.079661138016e-15 
  396       2.331066229739e-10       2.861663678992e-12       7.969301305229e-13       5.778590825431e-15       1.739325999091e-13       2.129939072684e-14       2.069557961505e-15 
  397       2.323648137108e-10       2.860555331190e-12       5.461340137100e-13       5.796207403022e-15       1.724572633260e-13       2.091198483381e-14       2.059335925395e-15 
  398       2.316784206027e-10       2.858921615844e-12       2.963357932704e-13       5.813923201015e-15       1.709971166123e-13       2.053051698594e-14       2.048996124813e-15 
  399       2.310470848961e-10       2.856764515767e-12       4.761759723030e-14       5.831739814108e-15       1.695520918256e-13       2.015493334849e-14       2.038539678381e-15 
  400       2.304704258321e-10       2.854086157189e-12      -1.999374116543e-13       5.849658845529e-15       1.681221131351e-13       1.978517696890e-14       2.027967728333e-15 
  401       2.299480404741e-10       2.850888810838e-12      -4.462450311096e-13       5.867681907025e-15       1.667070967552e-13       1.942118775225e-14       2.017281440634e-15 
  402       2.294795035373e-10       2.847174893029e-12      -6.912200145561e-13       5.885810618844e-15       1.653069508785e-13       1.906290243676e-14       2.006482005095e-15 
  403       2.290643672163e-10       2.842946966753e-12      -9.347760663206e-13       5.904046609725e-15       1.639215756096e-13       1.871025456929e-14       1.995570635490e-15 
  404       2.287021610146e-10       2.838207742766e-12      -1.176825836848e-12       5.922391516880e-15       1.625508628982e-13       1.836317448077e-14       1.984548569676e-15 
  405       2.283923915726e-10       2.832960080670e-12      -1.417280917915e-12       5.940846985985e-15       1.611946964723e-13       1.802158926172e-14       1.973417069708e-15 
  406       2.281345424960e-10       2.827206990010e-12      -1.656051837838e-12       5.959414671162e-15       1.598529517720e-13       1.768542273773e-14       1.962177421958e-15 
  407       2.279280741850e-10       2.820951631352e-12      -1.893048056689e-12       5.978096234967e-15       1.585254958825e-13       1.735459544492e-14       1.950830937229e-15 
  408       2.277724236624e-10       2.814197317380e-12      -2.128177961508e-12       5.996893348377e-15       1.572121874678e-13       1.702902460546e-14       1.939378950876e-15 
  409       2.276670044021e-10       2.806947513974e-12      -2.361348861512e-12       6.015807690773e-15       1.559128767037e-13       1.670862410299e-14       1.927822822920e-15 
  410       2.276112061580e-10       2.799205841307e-12      -2.592466983307e-12       6.034840949929e-15       1.546274052113e-13       1.639330445817e-14       1.916163938170e-15 
  411       2.276043947923e-10       2.790976074926e-12      -2.821437466105e-12       6.053994821998e-15       1.533556059907e-13       1.608297280414e-14       1.904403706333e-15 
  412       2.276459121041e-10       2.782262146840e-12      -3.048164356929e-12       6.073271011496e-15       1.520973033539e-13       1.577753286195e-14       1.892543562138e-15 
  413       2.277350756581e-10       2.773068146613e-12      -3.272550605830e-12       6.092671231290e-15       1.508523128582e-13       1.547688491612e-14       1.880584965452e-15 
  414       2.278711786129e-10       2.763398322445e-12      -3.494498061099e-12       6.112197202585e-15       1.496204412401e-13       1.518092579008e-14       1.868529401391e-15 
  415       2.280534895499e-10       2.753257082263e-12      -3.713907464475e-12       6.131850654907e-15       1.484014863480e-13       1.488954882164e-14       1.856378380447e-15 
  416       2.282812523015e-10       2.742648994808e-12      -3.930678446362e-12       6.151633326091e-15       1.471952370759e-13       1.460264383852e-14       1.844133438598e-15 
  417       2.285536857801e-10       2.731578790725e-12      -4.144709521035e-12       6.171546962267e-15       1.460014732969e-13       1.432009713378e-14       1.831796137429e-15 
  418       2.288699838060e-10       2.720051363644e-12      -4.355898081861e-12       6.191593317848e-15       1.448199657962e-13       1.404179144132e-14       1.819368064245e-15 
  419       2.292293149367e-10       2.708071771276e-12      -4.564140396500e-12       6.211774155511e-15       1.436504762048e-13       1.376760591139e-14       1.806850832195e-15 
  420       2.296308222950e-10       2.695645236493e-12      -4.769331602127e-12       6.232091246190e-15       1.424927569325e-13       1.349741608601e-14       1.794246080382e-15 
  421       2.300736233976e-10       2.682777148422e-12      -4.971365700637e-12       6.252546369055e-15       1.413465511019e-13       1.323109387451e-14       1.781555473987e-15 
  422       2.305568099838e-10       2.669473063528e-12      -5.170135553862e-12       6.273141311505e-15       1.402115924811e-13       1.296850752900e-14       1.768780704379e-15 
  423       2.310794478441e-10       2.655738706703e-12      -5.365532878778e-12       6.293877869147e-15       1.390876054173e-13       1.270952161982e-14       1.755923489239e-15 
  424       2.316405766485e-10       2.641579972355e-12      -5.557448242723e-12       6.314757845791e-15       1.379743047703e-13       1.245399701105e-14       1.742985572673e-15 
  425       2.322392097753e-10       2.627002925494e-12      -5.745771058602e-12       6.335783053425e-15       1.368713958458e-13       1.220179083600e-14       1.729968725333e-15 
  426       2.328743341395e-10       2.612013802819e-12      -5.930389580107e-12       6.356955312212e-15       1.357785743288e-13       1.195275647264e-14       1.716874744527e-15 
  427       2.335449927816e-10       2.596619195029e-12      -6.111204567917e-12       6.378276043496e-15       1.346955789504e-13       1.170677135583e-14       1.703705388796e-15 
  428       2.342505360771e-10       2.580826598363e-12      -6.288170810158e-12       6.399745033626e-15       1.336223515984e-13       1.146382150576e-14       1.690462178913e-15 
  429       2.349903787365e-10       2.564643883963e-12      -6.461257005131e-12       6.421361628048e-15       1.325588825232e-13       1.122391982708e-14       1.677146590341e-15 
  430       2.357639177008e-10       2.548079119548e-12      -6.630432222123e-12       6.443125134201e-15       1.315051580641e-13       1.098707852582e-14       1.663760118243e-15 
  431       2.365705320238e-10       2.531140570623e-12      -6.795665905590e-12       6.465034821235e-15       1.304611606176e-13       1.075330910319e-14       1.650304277556e-15 
  432       2.374095827559e-10       2.513836701682e-12      -6.956927879354e-12       6.487089919731e-15       1.294268686053e-13       1.052262234927e-14       1.636780603068e-15 
  433       2.382804128263e-10       2.496176177422e-12      -7.114188350784e-12       6.509289621415e-15       1.284022564419e-13       1.029502833686e-14       1.623190649492e-15 
  434       2.391823469261e-10       2.478167863942e-12      -7.267417914988e-12       6.531633078884e-15       1.273872945031e-13       1.007053641514e-14       1.609535991534e-15 
  435       2.401146913914e-10       2.459820829951e-12      -7.416587559002e-12       6.554119405319e-15       1.263819490938e-13       9.849155203526e-15       1.595818223977e-15 
  436       2.410767340859e-10       2.441144347979e-12      -7.561668665978e-12       6.576747674209e-15       1.253861824157e-13       9.630892585354e-15       1.582038961746e-15 
  437       2.420677442839e-10       2.422147895579e-12      -7.702633019372e-12       6.599516919065e-15       1.243999525359e-13       9.415755701682e-15       1.568199839990e-15 
  438       2.430869725534e-10       2.402841156535e-12      -7.839452807133e-12       6.622426133141e-15       1.234232133543e-13       9.203750945036e-15       1.554302514151e-15 
  439       2.441336506388e-10       2.383234022070e-12      -7.972100625892e-12       6.645474269154e-15       1.224559145720e-13       8.994883953172e-15       1.540348660039e-15 
  440       2.452069913438e-10       2.363336592051e-12      -8.100549485150e-12       6.668660239003e-15       1.214980016590e-13       8.789159602833e-15       1.526339973907e-15 
  441       2.463061884142e-10       2.343159176195e-12      -8.224772811466e-12       6.691982913484e-15       1.205494158225e-13       8.586582003511e-15       1.512278172528e-15 
  442       2.474304164213e-10       2.322712295277e-12      -8.344744452646e-12       6.715441122015e-15       1.196100939745e-13       8.387154491206e-15       1.498164993262e-15 
  443       2.485788306441e-10       2.302006682337e-12      -8.460438681935e-12       6.739033652348e-15       1.186799687003e-13       8.190879622187e-15       1.484002194140e-15 
  444       2.497505669528e-10       2.281053283884e-12      -8.571830202198e-12       6.762759250295e-15       1.177589682259e-13       7.997759166748e-15       1.469791553927e-15 
  445       2.509447416913e-10       2.259863261107e-12      -8.678894150116e-12       6.786616619442e-15       1.168470163866e-13       7.807794102971e-15       1.455534872206e-15 
  446       2.521604515602e-10       2.238447991076e-12      -8.781606100372e-12       6.810604420868e-15       1.159440325946e-13       7.620984610487e-15       1.441233969447e-15 
  447       2.533967735000e-10       2.216819067953e-12      -8.879942069836e-12       6.834721272869e-15       1.150499318070e-13       7.437330064228e-15       1.426890687084e-15 
  448       2.546527645734e-10       2.194988304197e-12      -8.973878521760e-12       6.858965750669e-15       1.141646244940e-13       7.256829028196e-15       1.412506887584e-15 
  449       2.559274618490e-10       2.172967731771e-12      -9.063392369962e-12       6.883336386145e-15       1.132880166068e-13       7.079479249218e-15       1.398084454529e-15 
  450       2.572198822833e-10       2.150769603348e-12      -9.148460983017e-12       6.907831667545e-15       1.124200095455e-13       6.905277650705e-15       1.383625292684e-15 
  451       2.585290226044e-10       2.128406393516e-12      -9.229062188441e-12       6.932450039204e-15       1.115605001272e-13       6.734220326412e-15       1.369131328073e-15 
  452       2.598538591943e-10       2.105890799990e-12      -9.305174276889e-12       6.957189901266e-15       1.107093805540e-13       6.566302534201e-15       1.354604508054e-15 
  453       2.611933479722e-10       2.083235744813e-12      -9.376776006332e-12       6.982049609401e-15       1.098665383810e-13       6.401518689795e-15       1.340046801393e-15 
  454       2.625464242774e-10       2.060454375564e-12      -9.443846606254e-12       7.007027474526e-15       1.090318564841e-13       6.239862360544e-15       1.325460198339e-15 
  455       2.639120027517e-10       2.037560066567e-12      -9.506365781838e-12       7.032121762520e-15       1.082052130283e-13       6.081326259177e-15       1.310846710694e-15 
  456       2.652889772229e-10       2.014566420094e-12      -9.564313718154e-12       7.057330693947e-15       1.073864814355e-13       5.925902237569e-15       1.296208371893e-15 
  457       2.666762205876e-10       1.991487267574e-12      -9.617671084347e-12       7.082652443775e-15       1.065755303525e-13       5.773581280498e-15       1.281547237076e-15 
  458       2.680725846936e-10       1.968336670800e-12      -9.666419037828e-12       7.108085141089e-15       1.057722236190e-13       5.624353499401e-15       1.266865383158e-15 
  459       2.694769002234e-10       1.945128923133e-12      -9.710539228460e-12       7.133626868819e-15       1.049764202358e-13       5.478208126139e-15       1.252164908912e-15 
  460       2.708879765769e-10       1.921878550712e-12      -9.750013802748e-12       7.159275663449e-15       1.041879743325e-13       5.335133506755e-15       1.237447935035e-15 
  461       2.723046017542e-10       1.898600313656e-12      -9.784825408028e-12       7.185029514746e-15       1.034067351356e-13       5.195117095232e-15       1.222716604225e-15 
  462       2.737255422385e-10       1.875309207277e-12      -9.814957196654e-12       7.210886365470e-15       1.026325469365e-13       5.058145447253e-15       1.207973081259e-15 
  463       2.751495428793e-10       1.852020463280e-12      -9.840392830188e-12       7.236844111099e-15       1.018652490595e-13       4.924204213962e-15       1.193219553059e-15 
  464       2.765753267747e-10       1.828749550974e-12      -9.861116483588e-12       7.262900599544e-15       1.011046758298e-13       4.793278135724e-15       1.178458228775e-15 
  465       2.780015951550e-10       1.805512178475e-12      -9.877112849395e-12       7.289053630870e-15       1.003506565417e-13       4.665351035881e-15       1.163691339853e-15 
  466       2.794271645478e-10       1.782323245550e-12      -9.888374792341e-12       7.315300895037e-15       9.960304402968e-14       4.540405181912e-15       1.148920946684e-15 
  467       2.808513832226e-10       1.759193663723e-12      -9.894926567452e-12       7.341639783544e-15       9.886180142994e-14       4.418419359659e-15       1.134148351748e-15 
  468       2.822737275082e-10       1.736133439330e-12      -9.896801334574e-12       7.368067571357e-15       9.812691806304e-14       4.299370726728e-15       1.119374668304e-15 
  469       2.836936656440e-10       1.713152713547e-12      -9.894033581823e-12       7.394581478037e-15       9.739838105878e-14       4.183235433096e-15       1.104601012134e-15 
  470       2.851106577377e-10       1.690261763021e-12      -9.886659133994e-12       7.421178667427e-15       9.667617533996e-14       4.069988614517e-15       1.089828501509e-15 
  471       2.865241557247e-10       1.667471000493e-12      -9.874715160967e-12       7.447856247336e-15       9.596028360617e-14       3.959604385939e-15       1.075058257157e-15 
  472       2.879336033263e-10       1.644790975431e-12      -9.858240186111e-12       7.474611269226e-15       9.525068631753e-14       3.852055834909e-15       1.060291402230e-15 
  473       2.893384360081e-10       1.622232374655e-12      -9.837274094698e-12       7.501440727895e-15       9.454736167848e-14       3.747315014985e-15       1.045529062272e-15 
  474       2.907380809393e-10       1.599806022968e-12      -9.811858142302e-12       7.528341561159e-15       9.385028562154e-14       3.645352939150e-15       1.030772365187e-15 
  475       2.921319569506e-10       1.577522883786e-12      -9.782034963214e-12       7.555310649543e-15       9.315943179108e-14       3.546139573219e-15       1.016022441205e-15 
  476       2.935194744930e-10       1.555394059762e-12      -9.747848578842e-12       7.582344815960e-15       9.247477152705e-14       3.449643829253e-15       1.001280422852e-15 
  477       2.949000355967e-10       1.533430793417e-12      -9.709344406123e-12       7.609440825400e-15       9.179627384881e-14       3.355833558966e-15       9.865474449144e-16 
  478       2.962730338292e-10       1.511644467769e-12      -9.666569265929e-12       7.636595384609e-15       9.112390543885e-14       3.264675547141e-15       9.718246444096e-16 
  479       2.976378542545e-10       1.490046606960e-12      -9.619571391474e-12       7.663805141782e-15       9.045763062656e-14       3.176135505034e-15       9.571131605517e-16 
  480       2.989938733910e-10       1.468648876886e-12      -9.568400436719e-12       7.691066686240e-15       8.979741137203e-14       3.090178063793e-15       9.424141347196e-16 
  481       3.003404591709e-10       1.447463085826e-12      -9.513107484783e-12       7.718376548118e-15       8.914320724976e-14       3.006766767860e-15       9.277287104245e-16 
  482       3.016769708979e-10       1.426501185067e-12      -9.453745056347e-12       7.745731198052e-15       8.849497543249e-14       2.925864068390e-15       9.130580332777e-16 
  483       3.030027592065e-10       1.405775269537e-12      -9.390367118063e-12       7.773127046859e-15       8.785267067491e-14       2.847431316655e-15       8.984032509577e-16 
  484       3.043171660206e-10       1.385297578429e-12      -9.323029090959e-12       7.800560445225e-15       8.721624529748e-14       2.771428757461e-15       8.837655131779e-16 
  485       3.056195245115e-10       1.365080495835e-12      -9.251787858849e-12       7.828027683389e-15       8.658564917013e-14       2.697815522552e-15       8.691459716543e-16 
  486       3.069091590570e-10       1.345136551367e-12      -9.176701776738e-12       7.855524990826e-15       8.596082969611e-14       2.626549624028e-15       8.545457800732e-16 
  487       3.081853852000e-10       1.325478420795e-12      -9.097830679230e-12       7.883048535935e-15       8.534173179567e-14       2.557587947749e-15       8.399660940581e-16 
  488       3.094475096069e-10       1.306118926667e-12      -9.015235888935e-12       7.910594425722e-15       8.472829788990e-14       2.490886246752e-15       8.254080711380e-16 
  489       3.106948300261e-10       1.287071038941e-12      -8.928980224875e-12       7.938158705484e-15       8.412046788443e-14       2.426399134656e-15       8.108728707144e-16 
  490       3.119266352472e-10       1.268347875615e-12      -8.839128010894e-12       7.965737358493e-15       8.351817915327e-14       2.364080079078e-15       7.963616540292e-16 
  491       3.131422050587e-10       1.249962703353e-12      -8.745745084061e-12       7.993326305685e-15       8.292136652251e-14       2.303881395041e-15       7.818755841319e-16 
  492       3.143408102074e-10       1.231928938114e-12      -8.648898803082e-12       8.020921405340e-15       8.232996225412e-14       2.245754238384e-15       7.674158258477e-16 
  493       3.155217123566e-10       1.214260145781e-12      -8.548658056703e-12       8.048518452770e-15       8.174389602972e-14       2.189648599175e-15       7.529835457444e-16 
  494       3.166841640448e-10       1.196970042791e-12      -8.445093272119e-12       8.076113180000e-15       8.116309493431e-14       2.135513295121e-15       7.385799121004e-16 
  495       3.178274086442e-10       1.180072496759e-12      -8.338276423380e-12       8.103701255459e-15       8.058748344010e-14       2.083295964979e-15       7.242060948721e-16 
  496       3.189506803196e-10       1.163581527112e-12      -8.228281039801e-12       8.131278283656e-15       8.001698339021e-14       2.032943061964e-15       7.098632656615e-16 
  497       3.200532039864e-10       1.147511305714e-12      -8.115182214364e-12       8.158839804873e-15       7.945151398247e-14       1.984399847166e-15       6.955525976835e-16 
  498       3.211341952700e-10       1.131876157495e-12      -7.999056612132e-12       8.186381294845e-15       7.889099175320e-14       1.937610382955e-15       6.812752657339e-16 
  499       3.221928604637e-10       1.116690561080e-12      -7.879982478649e-12       8.213898164446e-15       7.833533056095e-14       1.892517526393e-15       6.670324461566e-16 
  500       3.232283964878e-10       1.101969149418e-12      -7.758039648352e-12       8.241385759375e-15       7.778444157026e-14       1.849062922648e-15       6.528253168112e-16 
  501       3.242399908478e-10       1.087726710409e-12      -7.633309552977e-12       8.268839359836e-15       7.723823323547e-14       1.807186998401e-15       6.386550570407e-16 
  502       3.252268215934e-10       1.073978187536e-12      -7.505875229964e-12       8.296254180231e-15       7.669661128443e-14       1.766828955258e-15       6.245228476390e-16 
  503       3.261880572767e-10       1.060738680486e-12      -7.375821330868e-12       8.323625368837e-15       7.615947870231e-14       1.727926763162e-15       6.104298708183e-16 
  504       3.271228569110e-10       1.048023445789e-12      -7.243234129763e-12       8.350948007492e-15       7.562673571536e-14       1.690417153803e-15       5.963773101766e-16 
  505       3.280304937600e-10       1.035846075756e-12      -7.108198561188e-12       8.378217469685e-15       7.509829589597e-14       1.654245222957e-15       5.823663319113e-16 
  506       3.289107307105e-10       1.024212976353e-12      -6.970789223055e-12       8.405430506784e-15       7.457413502124e-14       1.619393555127e-15       5.683980279289e-16 
  507       3.297634556319e-10       1.013128731479e-12      -6.831079131116e-12       8.432584192479e-15       7.405424358999e-14       1.585853924967e-15       5.544734710321e-16 
  508       3.305885585408e-10       1.002597910040e-12      -6.689142672976e-12       8.459675567060e-15       7.353861082013e-14       1.553617762163e-15       5.405937334846e-16 
  509       3.313859316175e-10       9.926250657184e-13      -6.545055615109e-12       8.486701637273e-15       7.302722463993e-14       1.522676149358e-15       5.267598869704e-16 
  510       3.321554692230e-10       9.832147367451e-13      -6.398895109866e-12       8.513659376176e-15       7.252007167941e-14       1.493019820070e-15       5.129730025521e-16 
  511       3.328970679154e-10       9.743714456748e-13      -6.250739702491e-12       8.540545722986e-15       7.201713726167e-14       1.464639156621e-15       4.992341506296e-16 
  512       3.336106264669e-10       9.660996991582e-13      -6.100669338128e-12       8.567357582935e-15       7.151840539421e-14       1.437524188054e-15       4.855444008991e-16 
  513       3.342960458805e-10       9.584039877149e-13      -5.948765368841e-12       8.594091827124e-15       7.102385876028e-14       1.411664588065e-15       4.719048223117e-16 
  514       3.349532294067e-10       9.512887855064e-13      -5.795110560619e-12       8.620745292376e-15       7.053347871022e-14       1.387049672916e-15       4.583164830323e-16 
  515       3.355820825603e-10       9.447585501092e-13      -5.639789100390e-12       8.647314781086e-15       7.004724525278e-14       1.363668399366e-15       4.447804503980e-16 
  516       3.361825131373e-10       9.388177222881e-13      -5.482886603035e-12       8.673797061077e-15       6.956513704646e-14       1.341509362593e-15       4.312977908772e-16 
  517       3.367544312313e-10       9.334707257687e-13      -5.324490118400e-12       8.700188865453e-15       6.908713139089e-14       1.320560794114e-15       4.178695700281e-16 
  518       3.372977492506e-10       9.287219670107e-13      -5.164688138305e-12       8.726486892449e-15       6.861320421810e-14       1.300810559710e-15       4.044968524578e-16 
  519       3.378123819348e-10       9.245758349810e-13      -5.003570603562e-12       8.752687805289e-15       6.814333008390e-14       1.282246157350e-15       3.911807017804e-16 
  520       3.382982463715e-10       9.210367009267e-13      -4.841228910980e-12       8.778788232035e-15       6.767748215922e-14       1.264854715114e-15       3.779221805763e-16 
  521       3.387552620131e-10       9.181089181478e-13      -4.677755920382e-12       8.804784765439e-15       6.721563222141e-14       1.248622989118e-15       3.647223503509e-16 
  522       3.391833506937e-10       9.157968217706e-13      -4.513245961617e-12       8.830673962803e-15       6.675775064562e-14       1.233537361431e-15       3.515822714930e-16 
  523       3.395824366456e-10       9.141047285205e-13      -4.347794841569e-12       8.856452345824e-15       6.630380639611e-14       1.219583838006e-15       3.385030032339e-16 
  524       3.399524465162e-10       9.130369364954e-13      -4.181499851174e-12       8.882116400452e-15       6.585376701761e-14       1.206748046599e-15       3.254856036059e-16 
  525       3.402933093849e-10       9.125977249380e-13      -4.014459772427e-12       8.907662576739e-15       6.540759862663e-14       1.195015234694e-15       3.125311294011e-16 
  526       3.406049567794e-10       9.127913540094e-13      -3.846774885398e-12       8.933087288698e-15       6.496526590281e-14       1.184370267423e-15       2.996406361303e-16 
  527       3.408873226928e-10       9.136220645621e-13      -3.678546975242e-12       8.958386914151e-15       6.452673208026e-14       1.174797625494e-15       2.868151779815e-16 
  528       3.411403436006e-10       9.150940779128e-13      -3.509879339211e-12       8.983557794582e-15       6.409195893891e-14       1.166281403111e-15       2.740558077789e-16 
  529       3.413639584768e-10       9.172115956154e-13      -3.340876793671e-12       9.008596234993e-15       6.366090679582e-14       1.158805305899e-15       2.613635769413e-16 
  530       3.415581088111e-10       9.199787992342e-13      -3.171645681105e-12       9.033498503757e-15       6.323353449652e-14       1.152352648826e-15       2.487395354413e-16 
  531       3.417227386256e-10       9.233998501169e-13      -3.002293877135e-12       9.058260832467e-15       6.280979940637e-14       1.146906354126e-15       2.361847317636e-16 
  532       3.418577944915e-10       9.274788891675e-13      -2.832930797526e-12       9.082879415794e-15       6.238965740188e-14       1.142448949225e-15       2.237002128639e-16 
  533       3.419632255457e-10       9.322200366194e-13      -2.663667405204e-12       9.107350411336e-15       6.197306286206e-14       1.138962564660e-15       2.112870241278e-16 
  534       3.420389835080e-10       9.376273918083e-13      -2.494616217265e-12       9.131669939474e-15       6.155996865973e-14       1.136428932007e-15       1.989462093294e-16 
  535       3.420850226972e-10       9.437050329455e-13      -2.325891311988e-12       9.155834083223e-15       6.115032615290e-14       1.134829381801e-15       1.866788105899e-16 
  536       3.421013000486e-10       9.504570168907e-13      -2.157608335848e-12       9.179838888087e-15       6.074408517607e-14       1.134144841458e-15       1.744858683367e-16 
  537       3.420877751301e-10       9.578873789249e-13      -1.989884510527e-12       9.203680361908e-15       6.034119403157e-14       1.134355833205e-15       1.623684212618e-16 
  538       3.420444101593e-10       9.660001325238e-13      -1.822838639926e-12       9.227354474727e-15       5.994159948093e-14       1.135442471995e-15       1.503275062807e-16 
  539       3.419711700202e-10       9.747992691305e-13      -1.656591117179e-12       9.250857158627e-15       5.954524673618e-14       1.137384463435e-15       1.383641584913e-16 
  540       3.418680222799e-10       9.842887579287e-13      -1.491263931663e-12       9.274184307593e-15       5.915207945120e-14       1.140161101708e-15       1.264794111321e-16 
  541       3.417349372055e-10       9.944725456155e-13      -1.326980676011e-12       9.297331777364e-15       5.876203971307e-14       1.143751267498e-15       1.146742955417e-16 
