4.6886930501499960e-03 1.0842021724855044e-19 1.0299920638612292e-18 -3.5236570605778894e-19 7.9417809134563200e-18 6.4510029262887514e-18 -3.3610267347050637e-18 -5.4210108624275222e-20 2.6779793660391960e-17 0.0000000000000000e+00 
0.0000000000000000e+00 4.8979234137309181e-02 1.8236495750913878e-06 1.4277867638190500e-09 7.7666241493634658e-12 1.4024892358577290e-13 5.5198901005582002e-15 3.8857805861880479e-16 -2.7755575615628914e-17 -5.5511151231257827e-17 
9.3173624197973037e-20 4.8771985033512627e-07 9.3310026345082495e-02 3.1095092726626979e-04 4.0610047771366675e-06 9.9804246003060149e-08 4.6685987020733677e-09 3.5866273839779694e-10 4.0333632267408603e-11 6.1129018513739197e-12 
1.2705494208814505e-21 1.0212249893382791e-10 8.3161228877620848e-05 1.3771812975719466e-01 1.7753318004464103e-03 1.3739397951043758e-04 9.0953884924332984e-06 8.3074787922410298e-07 1.0364770969967241e-07 1.6833615029687721e-08 
5.4845383334715947e-20 1.4856686844297307e-13 2.9046351225203021e-07 4.7479766498400525e-04 1.8224298540423400e-01 2.3561919110276081e-03 9.3072263797148828e-04 1.2684881340244841e-04 1.9128087521667198e-05 3.4719689002322973e-06 
2.1175823681357508e-21 7.1744368258797042e-16 1.9091328224253926e-09 9.8271093095063378e-06 6.3014385104173329e-04 2.2692681876499343e-01 -1.7258577131079780e-03 2.8418278906079467e-03 6.8986557785447912e-04 1.5452123921281397e-04 
-2.3822801641527197e-22 7.5690864166644278e-18 2.3883760827360032e-11 1.7398362692493292e-07 6.6569970043550090e-05 -4.6156623346254319e-04 2.7181349702240920e-01 -1.2396236136170127e-02 5.3318281680443200e-03 2.1625592502971368e-03 
-3.3947492339176256e-21 1.2874900798265365e-19 4.9071739781445661e-13 4.2499655481876338e-09 2.4264622281401291e-06 2.0326184174375666e-04 -3.3152698388910044e-03 3.1695035706489511e-01 -2.9267615430507814e-02 6.8396797934299532e-03 
-2.2830184906463564e-22 -2.9646153153900512e-21 1.4758483538458537e-14 1.4180936753241087e-10 9.7856058383857542e-08 1.3196282426762465e-05 3.8135920084382465e-04 -7.8273793454051964e-03 3.6238622364905904e-01 -5.0637131080735823e-02 
2.5559880927888555e-22 -1.0587911840678754e-21 5.9811537504467910e-16 6.1595875054415872e-12 4.7502999869371266e-09 7.9050450751966131e-07 4.1367106212607799e-05 4.8920834239989954e-04 -1.3542477858267083e-02 4.0817064640690109e-01 
