4.8971509077943912e-03 3.4660588201645970e-18 5.8614679949997583e-18 4.8518047218726323e-18 2.1548518178149401e-18 9.2360472568608909e-18 -5.3532482266471781e-19 7.5216525716181870e-18 1.9244588561617704e-18 1.2834243216797159e-17 
9.2241887955993307e-19 5.1157607015824343e-02 3.2535320731129358e-06 3.7862744276667692e-09 2.7259203574936386e-11 6.1213620977662586e-13 2.9525860922863245e-14 2.8102520310824275e-15 8.0577905459122690e-16 5.6985666185838113e-16 
4.2012834183813297e-19 8.7012998408126166e-07 9.7464047862132849e-02 4.1874006132290933e-04 7.4055522369213811e-06 2.2722540896080723e-07 1.2716338815277339e-08 1.1358065633848557e-09 1.4544029869334452e-10 2.4703079859467181e-11 
8.7985547396040448e-20 2.7081341444530616e-10 1.1198853267957399e-04 1.4385896516429575e-01 2.0269164798008485e-03 2.0864230432608884e-04 1.6657407492461432e-05 1.7738196422881214e-06 2.5232847724807050e-07 4.5959362902220358e-08 
1.2334917294390749e-20 5.2143516284311464e-13 5.2968238920859684e-07 5.4208188660004016e-04 1.9038763945917203e-01 2.0042397916339508e-03 1.2567343319092022e-03 2.0255678821061267e-04 3.4978411800300202e-05 7.1341854798734339e-06 
3.5045988192646677e-20 3.1315655092938738e-15 4.3465433955509024e-09 1.4923148295908125e-05 5.3601719571325763e-04 2.3709861816060787e-01 -3.7384244450981118e-03 3.5000745345530110e-03 9.9852985358391683e-04 2.5303129041598198e-04 
4.5197148669897432e-21 4.0352649607194868e-17 6.5054631508674500e-11 3.1863577604803860e-07 8.9887968138640845e-05 -9.9981039983931298e-04 2.8404253024996390e-01 -1.6746101887070989e-02 5.9986550822634099e-03 2.8957140287394134e-03 
3.6255326248199203e-21 1.0143219543370247e-18 1.5539937026532065e-12 9.0745610768284187e-09 3.8746629350599939e-06 2.5034295654740500e-04 -4.4786051100793910e-03 3.3127374556429307e-01 -3.6062499824033235e-02 6.7797330342015362e-03 
1.1328238488913714e-21 1.1741994231312738e-19 5.3217911170520479e-14 3.4523234424476638e-10 1.7894363477192208e-07 1.9100651463766006e-05 4.2905401978639513e-04 -9.6446144352464215e-03 3.7884810677230712e-01 -5.9521314092916187e-02 
-2.8372295010568849e-22 2.9460864696688634e-20 2.4174777712429249e-15 1.6816989575900345e-11 9.7608942267737121e-09 1.2944652569211494e-06 5.5391457955082221e-05 4.8492064829724538e-04 -1.5918478416817976e-02 4.2682178731390974e-01 
