5.1250103992774689e-03 -3.6320772778264399e-18 -9.5680841721845766e-18 -2.6291902682773483e-18 -8.7278274885083107e-18 -7.8604657505199071e-18 2.1629833341085813e-17 -5.4210108624275222e-19 -2.5695591487906455e-17 6.7220534694101275e-18 
-9.5545316450285078e-19 5.3538849263651780e-02 5.7789805589479604e-06 1.0006507226989481e-08 9.5362835683676650e-11 2.6603788616519353e-12 1.5115686480271506e-13 1.4020035132844555e-14 1.7416623698807143e-15 1.6653345369377348e-16 
-6.6576789654188007e-19 1.5455400926675696e-06 1.0200556116939231e-01 5.5906034175763966e-04 1.3442792067837328e-05 5.1525742349525783e-07 3.4502525662893913e-08 3.5827690536560652e-09 5.2232457942169574e-10 9.9405803033469908e-11 
-6.7762635780344027e-20 7.1571578297204702e-10 1.4951601992649506e-04 1.5057417839420303e-01 2.2604703283094531e-03 3.1481480192168537e-04 3.0353729453803241e-05 3.7698195164137527e-06 6.1145574459242624e-07 1.2488889924305857e-07 
-7.3903624647937705e-20 1.8241725404516407e-12 9.6149618452603600e-07 6.0454391307421685e-04 1.9929703006499294e-01 1.3602302826627825e-03 1.6809489771997740e-03 3.2138663851579916e-04 6.3602496175031026e-05 1.4579582707070771e-05 
-1.3764285392882381e-20 1.3609637505504479e-14 9.8562425806690210e-09 2.2517139992283500e-05 3.6378223039007463e-04 2.4823029677682890e-01 -6.4183672012392799e-03 4.2450761398284409e-03 1.4332778839700987e-03 4.1149535952487992e-04 
3.3087224502121107e-21 2.0667265099826027e-16 1.7650908179186499e-10 5.8062961747601914e-07 1.2022993584942933e-04 -1.7165387109002047e-03 2.9743274231145156e-01 -2.2070459866557660e-02 6.5532140798114169e-03 3.8338909172591935e-03 
-8.0071083295133079e-22 5.0872798812093278e-18 4.9018953433561767e-12 1.9285758614390452e-08 6.1477322339138231e-06 3.0362922307002266e-04 -5.9025601902303812e-03 3.4696712169345345e-01 -4.3977481549383073e-02 6.2007109078248733e-03 
-1.0240495983406483e-21 1.6305384234645282e-19 1.9112379254638927e-13 8.3658532071219024e-10 3.2537960588553813e-07 2.7416848093400246e-05 4.6871887196470695e-04 -1.1761410203024720e-02 3.9689751051861111e-01 -6.9485012743266808e-02 
3.3624891900280575e-22 -1.0587911840678754e-21 9.7278193394436871e-15 4.5698094346303822e-11 1.9947584075863064e-08 2.1051406148761960e-06 7.3337631216360816e-05 4.4350606995256488e-04 -1.8583186418218770e-02 4.4728764785024794e-01 
