5.3751129360643506e-03 -2.0328790734103208e-19 2.2226144535952841e-18 -3.0493186101154812e-18 4.0386530925085040e-18 -1.5680273919571608e-17 1.0570971181733668e-18 7.0066565396875724e-18 4.0169690490587939e-17 -1.7293024651143796e-17 
-9.8255821881498839e-20 5.6152698944480953e-02 1.0213064722640677e-05 2.6344631181424161e-08 3.3241461666611016e-10 1.1527606993966266e-11 7.8289458249614086e-13 8.5466356214425332e-14 1.3149203947904198e-14 2.5587171270657905e-15 
1.8168856718604742e-19 2.7313988750885150e-06 1.0699150832234011e-01 7.3869550050030021e-04 2.4274163506494278e-05 1.1631154310590142e-06 9.3205143863323014e-08 1.1251726335370638e-08 1.8673515407574559e-09 3.9811921120902483e-10 
-8.0256371752344957e-20 1.8843006897644940e-09 1.9755794307494854e-04 1.5794852019794692e-01 2.4403887338697947e-03 4.7146763455942035e-04 5.4994131451460010e-05 7.9693701751822055e-06 1.4739717483086556e-06 3.3756690611189133e-07 
3.0810823456375175e-20 6.3586861199626393e-12 1.7362104149298493e-06 6.5266158821879715e-04 2.0908464567677557e-01 3.1105869947924917e-04 2.2227048068323100e-03 5.0614036108795335e-04 1.1490162315285109e-04 2.9610139240621863e-05 
-6.3659819942081010e-21 5.8973523764035973e-14 2.2248971706282598e-08 3.3721739462071231e-05 8.3190051656022038e-05 2.6046535383047642e-01 -9.9291416751945295e-03 5.0480904356669581e-03 2.0369639834498304e-03 6.6384514400907261e-04 
1.3168715351844201e-21 1.0712916963034544e-15 4.7682174121642731e-10 1.0519702877612299e-06 1.5897904098366195e-04 -2.6554660269659958e-03 3.1215925548962625e-01 -2.8531343898306465e-02 6.8625749469551018e-03 5.0062630340877720e-03 
1.0075059860895877e-21 3.1306337730518941e-17 1.5394457010423166e-11 4.0769949024113163e-08 9.6818443576724756e-06 3.6106484936469004e-04 -7.6304696724102932e-03 3.6423913767453753e-01 -5.3125521853507510e-02 4.8421020980782895e-03 
8.8218812328780402e-22 1.3339710128071162e-18 6.8328281163795249e-13 2.0166678275839530e-09 5.8781725726915566e-07 3.8964622792670952e-05 4.9084591907649000e-04 -1.4207977190936591e-02 4.1677872446825964e-01 -8.0557048572671153e-02 
-1.0050244442519286e-22 8.2744531034904464e-20 3.8959851732684467e-14 1.2351909937780687e-10 4.0512184324493258e-08 3.3961194027950000e-06 9.5763671969179720e-05 3.4633152613481498e-04 -2.1544309942902261e-02 4.6985031844789932e-01 
